0,0,0,0,0,0,
0,0,0,1,1,0,
7,65530,5,5,6,1,
6,65526,10,3,0,0,
2,65525,10,2,65535,0,
0,65530,6,0,0,1,
0,65533,2,0,0,0,
0,65535,3,0,1,0,
0,65534,7,65535,2,65535,
0,65531,10,0,0,0,
0,65533,14,0,0,65534,
0,0,0,0,0,0,
0,0,0,65535,65535,0,
65531,3,65534,65534,65533,0,
0,2,0,65534,0,0,
65530,3,6,65534,3,0,
65533,0,9,0,1,1,
0,65534,10,0,0,0,
0,0,6,0,65533,0,
65535,1,3,0,65534,0,
0,1,0,0,65535,0,
0,1,65532,0,0,0,
0,0,0,0,0,0,
0,0,0,0,0,0,
0,65534,5,0,0,0,
0,65535,6,0,65535,0,
0,0,3,0,65535,0,
0,0,0,0,0,0,
0,0,0,0,0,0,
0,0,0,0,0,0,
0,0,3,0,1,65535,
0,0,3,0,1,0,
0,0,2,0,1,0,
0,0,2,0,1,0,
0,0,1,0,1,0,
0,0,2,0,1,65535,
0,0,3,0,2,0,
0,65535,7,0,4,0,
0,65535,8,65535,3,65535,
1,65535,6,65535,3,65535,
0,65535,7,0,3,65535,
1,65535,7,65533,2,65535,
1,0,6,65534,0,0,
1,65535,6,65535,0,65535,
1,65535,7,0,0,65535,
0,65535,5,65535,0,65535,
0,0,1,0,0,65535,
0,0,1,0,0,0,
0,65535,0,0,0,0,
0,0,0,0,0,0,
0,0,0,0,0,0,
0,0,0,0,0,0,
0,0,0,0,0,0,
0,0,0,0,0,0,
0,0,0,0,0,0,
0,0,0,0,0,0,
0,0,0,0,0,0,
0,0,0,0,0,0,
65532,65534,1,0,0,0,
65535,0,2,65535,0,0,
65529,4,6,65534,4,0,
0,0,10,0,3,1,
0,65532,10,0,4,0,
0,0,6,0,0,0,
0,0,2,0,65535,0,
0,0,0,0,0,0,
0,0,65535,0,65535,0,
0,1,65531,0,65534,0,
0,1,65528,0,65534,0,
0,2,65525,0,65534,0,
0,4,65521,0,65532,0,
65535,3,65520,0,65533,0,
0,0,65525,0,0,0,
65535,0,65529,0,0,0,
65535,0,65533,0,0,0,
0,0,0,0,1,0,
0,0,0,0,0,0,
0,0,0,1,0,0,
2,0,65529,2,0,0,
0,0,0,0,0,0,
0,65535,0,1,65535,0,
7,65529,5,3,65533,1,
3,65534,3,0,0,1,
1,65535,2,0,0,1,
1,65535,2,0,0,1,
0,0,2,65535,0,0,
0,0,1,0,0,0,
1,0,0,0,0,1,
2,0,0,65535,0,2,
3,65534,4,65535,2,2,
5,65533,9,65534,3,4,
