image_id,width,height,u_center,v_center
conv_out362_jpg.rf.0bbfe6d23a34ec1c9c1313eb5e2e6f6f.txt,320,200,172.49984,85.9376
conv_out708_jpg.rf.fc1b027a589c901b0a707706ed70d94f.txt,320,200,154.0,167.6562
conv_out373_jpg.rf.25a5ab1ea83820dcdfd878be7c71cb08.txt,320,200,157.0,124.6876
conv_out738_jpg.rf.d446f1fc721cf84b0c1c2298aea3e031.txt,320,200,190.49983999999998,70.9376
conv_out691_jpg.rf.bc5d04879ded90741b76de9aa53b002e.txt,320,200,127.24992,102.1876
conv_out141_jpg.rf.9cbf503a4ad162e065111293aae396c5.txt,320,200,170.49983999999998,192.8126
conv_out190_jpg.rf.389789585a8c2a5973cd1b448971a025.txt,320,200,137.0,92.3438
conv_out887_jpg.rf.e222ff775a72d4cfa66797167a8932e1.txt,320,200,145.50016,153.4374
conv_out420_jpg.rf.03f81f2f74c449c4e41630d275af16ce.txt,320,200,201.24991999999997,95.7812
conv_out198_jpg.rf.f8eeb1a2d234128872561827bbb672ae.txt,320,200,143.75008,111.7188
conv_out192_jpg.rf.fd01cf4858ab2606cb669e61fc5689b1.txt,320,200,137.75008,100.0
conv_out273_jpg.rf.5d34b38dcc4b1583f90051067eb8fd87.txt,320,200,159.49984,124.0626
conv_out605_jpg.rf.89e82ff0af11bc1a4a2d2881ef97efd3.txt,320,200,156.0,168.75
conv_out575_jpg.rf.0c7bed4aae4ef8eb9f96e33619d785ad.txt,320,200,167.0,182.5
conv_out473_jpg.rf.25981a0272aa661f6f19e938283da5d9.txt,320,200,130.75008,152.65619999999998
conv_out857_jpg.rf.2691699d4d9ab6aac8455e19db002815.txt,320,200,157.50016,114.6876
conv_out411_jpg.rf.2a6bc33a6c7eb33f84d46e6abf9846e0.txt,320,200,148.50016,142.1876
conv_out40_jpg.rf.3833154087706e6316d987dfbecd85d8.txt,320,200,222.49984,193.9062
conv_out149_jpg.rf.88f4dc0d9593846098a7061ee524539f.txt,320,200,269.0,193.28119999999998
conv_out885_jpg.rf.e9b89e6042013c2cd2a33240a3c21574.txt,320,200,142.75008,142.8126
conv_out606_jpg.rf.e3adf0d4ed6f4a78054980715b9d1a51.txt,320,200,160.24992,170.9376
conv_out828_jpg.rf.cfddd99e436ef600c07673bda8e06953.txt,320,200,268.24992000000003,191.875
conv_out618_jpg.rf.9dd28f56ecfa44a897a1b5cb8161a886.txt,320,200,163.75008000000003,155.9376
conv_out620_jpg.rf.52b11cd1e2642abc53f2a0af23304fb9.txt,320,200,169.24992,156.25
conv_out258_jpg.rf.4f2148c573b44c05c935c474b22fdc61.txt,320,200,78.24992,111.0938
conv_out824_jpg.rf.27b8c07438ef66f5aad529f2d3483f55.txt,320,200,148.50016,131.4062
conv_out165_jpg.rf.d70b593942984eacb37f834cb588a93f.txt,320,200,287.24992,190.15619999999998
