No,Z,u1,v1,u2,v2,u3,v3,u4,v4,pos1,pos2,pos3,pos4,pos5,pos6,vel1,vel2,vel3,vel4,vel5,vel6,err1,err2,err3,err4,err5,err6,err7,err8,speed1,speed2,speed3,speed4,speed5,speed6,cmdspeed1,cmdspeed2,cmdspeed3,cmdspeed4,cmdspeed5,cmdspeed6,time,normErr
168,33,89,3,89,139,233,3,233,139,-0.191091,2.10122,-0.794982,-0.0062832,2.19053,-0.160096,-174,-174,-174,-174,-174,0,29,-17,29,-58,-12,-17,-12,-58,-0.000711214,0.00307638,-0.000304943,-0.000810423,-0.000645912,-0.00106026,-174,1149,-276,129,-103,141,127,78.7464
169,33,90,3,90,139,234,3,234,139,-0.191091,2.10329,-0.79513,-0.00649264,2.19053,-0.160096,-167,-167,-167,-167,-167,0,30,-17,30,-58,-11,-17,-11,-58,-0.000681859,0.00305264,-0.000288136,-0.000833724,-0.000640483,-0.00111429,-167,1141,-261,133,-102,148,129,79.2023
170,33,90,1,90,139,234,1,234,139,-0.191091,2.10329,-0.795315,-0.00670208,2.19053,-0.160096,-302,-302,-302,-302,-302,0,30,-19,30,-58,-11,-19,-11,-58,-0.00123179,0.00458004,-0.00181844,-0.000444705,-0.0030423,-0.00139717,-302,1712,-1650,71,-487,186,127,80.5543
171,32,89,1,89,138,234,1,234,138,-0.191091,2.10329,-0.795389,-0.00691152,2.19032,-0.160347,-157,-157,-157,-157,-157,0,29,-19,29,-59,-11,-19,-11,-59,-0.000640655,0.00282145,-0.000196177,-0.000791158,-0.000521557,-0.00101218,-157,1054,-178,126,-83,135,127,80.5481
172,32,89,1,89,138,234,1,234,138,-0.191091,2.10329,-0.795426,-0.00691152,2.19032,-0.160347,-157,-157,-157,-157,-157,0,29,-19,29,-59,-11,-19,-11,-59,-0.000640669,0.00282158,-0.00019624,-0.000791138,-0.000521618,-0.00101221,-157,1054,-178,126,-83,135,129,80.5481
173,32,89,1,89,139,234,1,234,139,-0.191091,2.10329,-0.795426,-0.00691152,2.19032,-0.160599,-222,-222,-222,-222,-222,0,29,-19,29,-58,-11,-19,-11,-58,-0.000907012,0.00359937,-0.000986984,-0.000593635,-0.00175304,-0.00116717,-222,1345,-896,95,-280,155,130,79.8185
174,32,89,1,89,139,234,1,234,139,-0.191091,2.10355,-0.795426,-0.00712096,2.19032,-0.160599,-222,-222,-222,-222,-222,0,29,-19,29,-58,-11,-19,-11,-58,-0.000907325,0.00359977,-0.000986399,-0.000593777,-0.00175423,-0.00116711,-222,1345,-895,95,-281,155,125,79.8185
175,31,74,13,74,157,220,13,220,157,-0.191091,2.10454,-0.795869,-0.0305782,2.18404,-0.168138,101,101,101,101,101,0,14,-7,14,-40,-25,-7,-25,-40,0.000414186,0.00368815,-0.00230537,-0.000145415,-0.00387643,-0.00177261,101,1378,-2092,23,-621,236,126,58.2151
176,31,89,11,89,139,235,11,235,139,-0.191091,2.10535,-0.795943,-0.0186402,2.15513,-0.169144,521,521,521,521,521,0,29,-9,29,-58,-10,-9,-10,-58,0.00212219,-0.00495679,0.00693272,-0.00274079,0.0114697,0.000117753,521,-1852,6293,439,1837,-15,128,74.0878
177,31,89,11,89,139,235,11,235,139,-0.191091,2.10625,-0.796054,-0.0196874,2.17922,-0.169395,523,523,523,523,523,0,29,-9,29,-58,-10,-9,-10,-58,0.00212906,-0.00483326,0.00702332,-0.00273813,0.0112559,0.000120977,523,-1806,6375,438,1803,-16,128,74.0878
178,33,89,12,89,149,233,12,233,149,-0.191091,2.10679,-0.796054,-0.0201062,2.18529,-0.169898,-249,-249,-249,-249,-249,0,29,-8,29,-48,-12,-8,-12,-48,-0.00101627,0.00396388,-0.00132521,-0.000561391,-0.00201507,-0.00123191,-249,1481,-1203,89,-322,164,127,66.8281
179,32,88,11,88,151,233,11,233,151,-0.191091,2.10741,-0.796054,-0.0203157,2.15241,-0.172411,-310,-310,-310,-310,-310,0,28,-9,28,-46,-12,-9,-12,-46,-0.0012624,0.00466589,-0.0022039,-0.000206989,-0.00346242,-0.00128778,-310,1744,-2000,33,-554,171,127,64.923
180,32,88,11,88,151,233,11,233,151,-0.191091,2.10768,-0.796054,-0.0205251,2.16979,-0.172662,-310,-310,-310,-310,-310,0,28,-9,28,-46,-12,-9,-12,-46,-0.00126216,0.00465911,-0.00220768,-0.000234048,-0.0034521,-0.00130213,-310,1741,-2004,37,-553,173,129,64.923
181,29,95,9,95,138,244,9,244,138,-0.191091,2.10777,-0.796054,-0.0322538,2.1654,-0.172662,1362,1362,1362,1362,1362,0,35,-11,35,-59,-1,-11,-1,-59,0.0055466,-0.00907712,0.00938282,-0.0039254,0.0150153,-0.00163739,1362,-3393,8518,628,2405,218,128,79.3473
182,29,95,9,95,138,244,9,244,138,-0.191091,2.10777,-0.796054,-0.0201062,2.18571,-0.172914,1384,1384,1384,1384,1384,0,35,-11,35,-59,-1,-11,-1,-59,0.00563576,-0.00907432,0.0095067,-0.00379742,0.0149058,-0.00132851,1384,-3392,8630,608,2387,177,129,79.3473
183,31,95,1,95,147,242,1,242,147,-0.191091,2.10777,-0.796054,-0.0372803,2.18948,-0.173165,-785,-785,-785,-785,-785,0,35,-19,35,-50,-3,-19,-3,-50,-0.00319952,0.00767315,-0.00486754,0.000662676,-0.00772751,-0.00120102,-785,2868,-4418,-106,-1237,160,129,77.7882
184,28,90,3,90,141,241,3,241,141,-0.191091,2.10777,-0.796017,-0.0215723,2.18027,-0.173165,299,299,299,299,299,0,30,-17,30,-56,-4,-17,-4,-56,0.00121847,-0.00175034,0.00323961,-0.0016479,0.00515951,-0.000687018,299,-654,2941,264,826,91,129,76.3872
185,30,98,14,98,142,246,14,246,142,-0.191091,2.10777,-0.79598,-0.0381181,2.18131,-0.173668,1576,1576,1576,1576,1576,0,38,-6,38,-55,1,-6,1,-55,0.00641933,-0.00839364,0.00857821,-0.00394195,0.0130994,-0.00267764,1576,-3137,7787,631,2098,357,126,77.608
186,30,98,14,98,142,246,14,246,142,-0.191091,2.10777,-0.796017,-0.031416,2.17482,-0.173165,1566,1566,1566,1566,1566,0,38,-6,38,-55,1,-6,1,-55,0.00637879,-0.0084249,0.00854589,-0.00387823,0.0131761,-0.00260898,1566,-3149,7758,621,2110,348,127,77.608
