No,Z,u1,v1,u2,v2,u3,v3,u4,v4,pos1,pos2,pos3,pos4,pos5,pos6,vel1,vel2,vel3,vel4,vel5,vel6,err1,err2,err3,err4,err5,err6,err7,err8,speed1,speed2,speed3,speed4,speed5,speed6,cmdspeed1,cmdspeed2,cmdspeed3,cmdspeed4,cmdspeed5,cmdspeed6,time,normErr
81,79,117,57,117,162,227,57,227,162,-0.164319,1.99746,-0.746454,0.00921536,2.19514,-0.124407,-1203,-1203,-1203,-1203,-1203,0,57,37,57,-35,-18,37,-18,-35,-0.00490075,0.0212878,-0.0122151,-0.00194937,-0.00931482,-0.00625318,-1203,7957,-11089,312,-1492,834,128,111.705
82,79,116,55,116,161,226,55,226,161,-0.165139,1.99997,-0.747858,0.00900592,2.19493,-0.124659,-1495,-1495,-1495,-1495,-1495,0,56,35,56,-36,-19,35,-19,-36,-0.0060863,0.0216854,-0.0117409,-0.00208476,-0.00915224,-0.00605291,-1495,8106,-10658,333,-1466,808,129,109.385
83,77,114,53,114,160,225,53,225,160,-0.166505,2.00177,-0.749152,0.00858704,2.19493,-0.125161,-1399,-1399,-1399,-1399,-1399,0,54,33,54,-37,-20,33,-20,-37,-0.00569582,0.0206644,-0.011157,-0.00195547,-0.0088425,-0.00571703,-1399,7724,-10128,313,-1416,763,130,106.151
84,77,114,52,114,159,225,52,225,159,-0.168144,2.00428,-0.751111,0.0083776,2.19493,-0.126921,-1418,-1418,-1418,-1418,-1418,0,54,32,54,-38,-20,32,-20,-38,-0.00577312,0.0208128,-0.0112083,-0.00196751,-0.00903536,-0.0057998,-1418,7780,-10175,315,-1447,774,129,105.584
85,76,113,50,113,159,225,50,225,159,-0.169373,2.00787,-0.7527,0.0083776,2.19493,-0.129183,-1597,-1597,-1597,-1597,-1597,0,53,30,53,-38,-20,30,-20,-38,-0.0065048,0.0204923,-0.0106998,-0.00196679,-0.008806,-0.0055166,-1597,7660,-9713,315,-1410,736,128,102.772
86,76,113,50,113,159,225,50,225,159,-0.169373,2.01056,-0.753698,0.00816816,2.19493,-0.130942,-1604,-1604,-1604,-1604,-1604,0,53,30,53,-38,-20,30,-20,-38,-0.00653112,0.0205467,-0.0106817,-0.00198478,-0.00887922,-0.00554852,-1604,7680,-9697,317,-1422,740,128,102.772
87,76,113,49,113,158,225,49,225,158,-0.169373,2.01227,-0.754955,0.00816816,2.19493,-0.131193,-1617,-1617,-1617,-1617,-1617,0,53,29,53,-39,-20,29,-20,-39,-0.00658423,0.0207037,-0.0108171,-0.00196304,-0.00911048,-0.00559642,-1617,7739,-9820,314,-1459,747,129,102.284
88,72,112,48,112,158,226,48,226,158,-0.169373,2.01783,-0.756655,0.00795872,2.19493,-0.131445,-1293,-1293,-1293,-1293,-1293,0,52,28,52,-39,-19,28,-19,-39,-0.0052675,0.0185752,-0.00980339,-0.00176847,-0.00843537,-0.00520139,-1293,6943,-8899,283,-1351,694,128,100.015
89,70,112,46,112,157,227,46,227,157,-0.169373,2.01972,-0.758429,0.00795872,2.19493,-0.131947,-1269,-1269,-1269,-1269,-1269,0,52,26,52,-40,-18,26,-18,-40,-0.00516699,0.0178653,-0.00942441,-0.00167473,-0.00825576,-0.00500015,-1269,6678,-8555,268,-1322,667,128,98.4073
90,68,112,45,112,157,228,45,228,157,-0.173061,2.02313,-0.759353,0.00774928,2.19493,-0.13245,-1259,-1259,-1259,-1259,-1259,0,52,25,52,-40,-17,25,-17,-40,-0.00512817,0.0171673,-0.00901518,-0.00163643,-0.00801895,-0.00488103,-1259,6417,-8184,262,-1284,651,128,97.2677
91,68,112,45,112,157,228,45,228,157,-0.175793,2.02475,-0.760388,0.00649264,2.1943,-0.133204,-1275,-1275,-1275,-1275,-1275,0,52,25,52,-40,-17,25,-17,-40,-0.00519252,0.0172329,-0.00902545,-0.00165347,-0.00807889,-0.0049434,-1275,6441,-8193,264,-1294,659,127,97.2677
92,65,107,41,107,154,225,41,225,154,-0.175793,2.02618,-0.761533,0.00502656,2.19409,-0.134209,-928,-928,-928,-928,-928,0,47,21,47,-43,-20,21,-20,-43,-0.00377959,0.0152586,-0.0079226,-0.00144956,-0.00734291,-0.00441102,-928,5703,-7192,232,-1176,588,130,91.5969
93,65,107,41,107,155,225,41,225,155,-0.175793,2.02825,-0.762938,0.00439824,2.19409,-0.134963,-1060,-1060,-1060,-1060,-1060,0,47,21,47,-42,-20,21,-20,-42,-0.00431567,0.0156064,-0.00818568,-0.00139328,-0.00761518,-0.00434379,-1060,5833,-7431,223,-1219,579,129,91.1318
94,65,106,40,106,154,224,40,224,154,-0.175793,2.03013,-0.764121,0.0041888,2.19409,-0.135466,-1030,-1030,-1030,-1030,-1030,0,46,20,46,-43,-21,20,-21,-43,-0.00419558,0.0155951,-0.00817825,-0.00136785,-0.00771752,-0.00432004,-1030,5829,-7424,219,-1236,576,128,90.3493
95,65,106,40,106,154,224,40,224,154,-0.175793,2.03184,-0.764971,0.00397936,2.19409,-0.135466,-1033,-1033,-1033,-1033,-1033,0,46,20,46,-43,-21,20,-21,-43,-0.00420642,0.0156225,-0.00816979,-0.00137466,-0.007754,-0.00433218,-1033,5839,-7416,220,-1242,578,128,90.3493
96,60,105,39,105,153,226,39,226,153,-0.175793,2.03354,-0.765821,0.00376992,2.19409,-0.135466,-593,-593,-593,-593,-593,0,45,19,45,-44,-19,19,-19,-44,-0.00241427,0.0125646,-0.00607093,-0.0014352,-0.00584268,-0.00395805,-593,4696,-5511,229,-936,528,129,88.2666
97,62,106,38,106,154,226,38,226,154,-0.175793,2.0357,-0.766523,0.00376992,2.19409,-0.135466,-998,-998,-998,-998,-998,0,46,18,46,-43,-19,18,-19,-43,-0.00406385,0.0144855,-0.00755532,-0.00126062,-0.00734018,-0.00402735,-998,5414,-6858,201,-1175,537,128,88.176
98,60,106,37,106,153,227,37,227,153,-0.175793,2.03785,-0.767669,0.00356048,2.19409,-0.136471,-844,-844,-844,-844,-844,0,46,17,46,-44,-18,17,-18,-44,-0.00343776,0.0134235,-0.00679982,-0.00128571,-0.00671358,-0.00390929,-844,5017,-6173,205,-1075,521,131,87.6527
99,60,106,36,106,153,227,36,227,153,-0.178935,2.03929,-0.768852,0.00356048,2.19409,-0.136974,-992,-992,-992,-992,-992,0,46,16,46,-44,-18,16,-18,-44,-0.00404065,0.0139637,-0.00727876,-0.0011981,-0.00725334,-0.00392562,-992,5219,-6607,191,-1162,524,130,87.0862
100,60,105,34,105,152,226,34,226,152,-0.179481,2.04036,-0.769997,0.00335104,2.19409,-0.137728,-1083,-1083,-1083,-1083,-1083,0,45,14,45,-45,-19,14,-19,-45,-0.00441154,0.0144459,-0.00782611,-0.00104524,-0.00792247,-0.00389784,-1083,5400,-7104,167,-1269,520,128,85.936
101,60,105,34,105,152,226,34,226,152,-0.179481,2.0427,-0.770773,0.0031416,2.19409,-0.137728,-1087,-1087,-1087,-1087,-1087,0,45,14,45,-45,-19,14,-19,-45,-0.00442696,0.0144783,-0.00781571,-0.00105646,-0.00796593,-0.00391646,-1087,5412,-7095,169,-1276,522,128,85.936
102,58,104,34,104,152,226,34,226,152,-0.179481,2.04476,-0.77155,0.00293216,2.19388,-0.137979,-910,-910,-910,-910,-910,0,44,14,44,-45,-19,14,-19,-45,-0.00370577,0.0132441,-0.00688387,-0.00110176,-0.00709017,-0.00370658,-910,4950,-6249,176,-1135,494,128,84.8941
103,57,104,33,104,152,227,33,227,152,-0.179481,2.04611,-0.772511,0.00293216,2.19388,-0.137979,-900,-900,-900,-900,-900,0,44,13,44,-45,-18,13,-18,-45,-0.00366654,0.0128412,-0.00667497,-0.00105486,-0.00694798,-0.00359452,-900,4800,-6059,168,-1113,479,128,83.9762
104,54,103,32,103,151,228,32,228,151,-0.179481,2.0479,-0.773509,0.00293216,2.19388,-0.13823,-619,-619,-619,-619,-619,0,43,12,43,-46,-17,12,-17,-46,-0.00252311,0.0107652,-0.00504795,-0.00119492,-0.00531947,-0.00331929,-619,4024,-4582,191,-852,443,131,82.6075
105,54,103,32,103,151,228,32,228,151,-0.179481,2.04925,-0.774433,0.00272272,2.19388,-0.138984,-621,-621,-621,-621,-621,0,43,12,43,-46,-17,12,-17,-46,-0.00252852,0.0107817,-0.00504355,-0.00119766,-0.00534091,-0.00332475,-621,4030,-4578,191,-855,443,128,82.6075
106,54,103,31,103,151,228,31,228,151,-0.179481,2.05078,-0.775135,0.00272272,2.19388,-0.140995,-732,-732,-732,-732,-732,0,43,11,43,-46,-17,11,-17,-46,-0.00298128,0.0113156,-0.00558827,-0.00106548,-0.00599671,-0.0033113,-732,4229,-5073,170,-960,442,128,82.1888
107,54,103,31,103,151,228,31,228,151,-0.179481,2.05203,-0.775948,0.00272272,2.19388,-0.142,-733,-733,-733,-733,-733,0,43,11,43,-46,-17,11,-17,-46,-0.00298732,0.0113321,-0.00558427,-0.00106939,-0.00601715,-0.00331897,-733,4236,-5069,171,-963,443,129,82.1888
108,51,102,30,102,151,229,30,229,151,-0.179481,2.0532,-0.776465,0.00272272,2.19388,-0.142503,-572,-572,-572,-572,-572,0,42,10,42,-46,-16,10,-16,-46,-0.00232854,0.00976342,-0.00451208,-0.00109379,-0.00489637,-0.00302579,-572,3649,-4096,175,-784,403,128,80.3492
109,51,102,30,102,151,229,30,229,151,-0.179891,2.05481,-0.777094,0.00272272,2.19388,-0.142503,-574,-574,-574,-574,-574,0,42,10,42,-46,-16,10,-16,-46,-0.00233842,0.00978051,-0.00450764,-0.00110083,-0.0049179,-0.00303839,-574,3656,-4092,176,-787,405,129,80.3492
110,51,102,29,102,151,229,29,229,151,-0.182349,2.05544,-0.777537,0.00251328,2.19388,-0.143006,-686,-686,-686,-686,-686,0,42,9,42,-46,-16,9,-16,-46,-0.00279293,0.0103377,-0.00507431,-0.000969932,-0.00560588,-0.00305636,-686,3864,-4606,155,-898,408,131,79.9937
111,51,102,29,102,151,229,29,229,151,-0.182349,2.05706,-0.778092,0.00251328,2.19388,-0.144011,-687,-687,-687,-687,-687,0,42,9,42,-46,-16,9,-16,-46,-0.00279941,0.0103527,-0.00506838,-0.000975805,-0.00562678,-0.00306513,-687,3869,-4601,156,-901,409,128,79.9937
112,48,100,28,100,150,229,28,229,150,-0.182349,2.05957,-0.778535,0.00230384,2.19388,-0.144514,-441,-441,-441,-441,-441,0,40,8,40,-47,-16,8,-16,-47,-0.0017959,0.00830978,-0.00342604,-0.00114608,-0.00380605,-0.00272852,-441,3106,-3110,183,-609,364,128,78.1857
113,47,100,26,100,150,230,26,230,150,-0.182349,2.06101,-0.779385,0.00230384,2.19388,-0.144765,-512,-512,-512,-512,-512,0,40,6,40,-47,-15,6,-15,-47,-0.00208778,0.00846553,-0.00380756,-0.00096587,-0.00435698,-0.00264445,-512,3164,-3456,154,-698,353,128,77.2464
114,47,100,26,100,148,230,26,230,148,-0.182349,2.06298,-0.779792,0.0020944,2.19367,-0.145016,-315,-315,-315,-315,-315,0,40,6,40,-49,-15,6,-15,-49,-0.00128278,0.00724724,-0.00243624,-0.00131038,-0.00273292,-0.0026175,-315,2709,-2211,209,-437,349,128,78.4793
115,47,100,25,100,148,230,25,230,148,-0.182349,2.06343,-0.780346,0.00188496,2.19367,-0.145016,-414,-414,-414,-414,-414,0,40,5,40,-49,-15,5,-15,-49,-0.00168708,0.00785574,-0.00307605,-0.00114607,-0.00354907,-0.0026273,-414,2936,-2792,183,-568,350,128,78.2688
116,47,100,25,100,148,230,25,230,148,-0.182349,2.06406,-0.780716,0.00188496,2.19367,-0.145519,-414,-414,-414,-414,-414,0,40,5,40,-49,-15,5,-15,-49,-0.00168866,0.0078607,-0.00307422,-0.00114735,-0.00355586,-0.00262931,-414,2938,-2790,183,-569,351,129,78.2688
117,46,100,25,100,148,231,25,231,148,-0.182349,2.06621,-0.781122,0.00188496,2.19367,-0.14577,-292,-292,-292,-292,-292,0,40,5,40,-49,-14,5,-14,-49,-0.00118971,0.00686727,-0.00224927,-0.00128569,-0.00256972,-0.00254803,-292,2567,-2041,205,-411,340,127,77.8974
118,46,100,24,100,147,231,24,231,147,-0.182349,2.06657,-0.781455,0.00188496,2.19367,-0.147278,-286,-286,-286,-286,-286,0,40,4,40,-50,-14,4,-14,-50,-0.00116701,0.006795,-0.00213484,-0.00130703,-0.00246798,-0.00252707,-286,2540,-1938,209,-395,337,127,78.3582
119,45,100,24,100,147,232,24,232,147,-0.182349,2.06729,-0.782009,0.00188496,2.19367,-0.147278,-154,-154,-154,-154,-154,0,40,4,40,-50,-13,4,-13,-50,-0.000628477,0.00575317,-0.00129438,-0.00145248,-0.0014199,-0.00245723,-154,2150,-1175,232,-227,328,129,78.0128
120,45,100,23,100,147,232,23,232,147,-0.182349,2.06873,-0.782157,0.00188496,2.19367,-0.14753,-265,-265,-265,-265,-265,0,40,3,40,-50,-13,3,-13,-50,-0.00108043,0.00642758,-0.00196819,-0.00127944,-0.00230691,-0.00245798,-265,2402,-1786,204,-369,328,128,77.8781
121,45,100,23,100,147,232,23,232,147,-0.182349,2.06891,-0.782231,0.00167552,2.19367,-0.147781,-265,-265,-265,-265,-265,0,40,3,40,-50,-13,3,-13,-50,-0.00108064,0.00642852,-0.00196761,-0.00127941,-0.00230885,-0.00245766,-265,2403,-1786,204,-369,328,129,77.8781
122,45,100,23,100,147,232,23,232,147,-0.182349,2.06936,-0.782379,0.00167552,2.19367,-0.148032,-265,-265,-265,-265,-265,0,40,3,40,-50,-13,3,-13,-50,-0.00108112,0.00643033,-0.00196599,-0.00128024,-0.00231228,-0.0024583,-265,2403,-1784,205,-370,328,129,77.8781
123,43,99,23,99,147,232,23,232,147,-0.182349,2.06998,-0.782601,0.00167552,2.19367,-0.148032,-153,-153,-153,-153,-153,0,39,3,39,-50,-13,3,-13,-50,-0.000624411,0.00530164,-0.00111113,-0.00138028,-0.00118576,-0.00226173,-153,1981,-1008,221,-189,301,129,76.857
124,42,99,23,99,147,233,23,233,147,-0.182349,2.07079,-0.782822,0.00167552,2.19367,-0.148786,-24,-24,-24,-24,-24,0,39,3,39,-50,-12,3,-12,-50,-0.000101687,0.00428348,-0.000312328,-0.0015289,-0.000144376,-0.00221239,-24,1601,-283,244,-23,295,130,76.531
125,42,99,22,99,147,233,22,233,147,-0.182349,2.07223,-0.782896,0.00167552,2.19367,-0.149038,-130,-130,-130,-130,-130,0,39,2,39,-50,-12,2,-12,-50,-0.000530619,0.00494347,-0.000956723,-0.00135691,-0.00102294,-0.00220313,-130,1847,-868,217,-163,294,130,76.433
126,42,99,22,99,147,233,22,233,147,-0.182349,2.07295,-0.782933,0.00146608,2.19367,-0.14954,-130,-130,-130,-130,-130,0,39,2,39,-50,-12,2,-12,-50,-0.00053048,0.00494416,-0.000953721,-0.00135788,-0.00102701,-0.00220265,-130,1848,-865,217,-164,294,128,76.433
127,43,99,20,99,148,232,20,232,148,-0.182349,2.07322,-0.783044,0.00146608,2.19367,-0.14954,-553,-553,-553,-553,-553,0,39,0,39,-49,-13,0,-13,-49,-0.00225179,0.0079619,-0.00383652,-0.000681807,-0.00481688,-0.00234019,-553,2976,-3482,109,-771,312,129,76.0329
128,42,99,20,99,148,233,20,233,148,-0.182349,2.07375,-0.783192,0.00125664,2.19325,-0.14954,-442,-442,-442,-442,-442,0,39,0,39,-49,-12,0,-12,-49,-0.00180152,0.00699272,-0.00302218,-0.000818351,-0.00378143,-0.00223326,-442,2613,-2743,131,-605,298,131,75.7034
129,42,99,19,99,148,233,19,233,148,-0.182349,2.07537,-0.783673,0.00062832,2.19304,-0.150545,-543,-543,-543,-543,-543,0,39,-1,39,-49,-12,-1,-12,-49,-0.00221221,0.00767191,-0.00369425,-0.000643575,-0.00470939,-0.00225235,-543,2867,-3353,103,-754,300,129,75.7232
130,42,99,19,99,147,233,19,233,147,-0.182349,2.07582,-0.783968,0.00041888,2.19304,-0.151048,-443,-443,-443,-443,-443,0,39,-1,39,-50,-12,-1,-12,-50,-0.0018051,0.00700591,-0.00299687,-0.00082208,-0.00381052,-0.00223443,-443,2618,-2720,131,-610,298,131,76.3741
131,42,99,19,99,147,233,19,233,147,-0.182349,2.07645,-0.784375,-0.00020944,2.19283,-0.152053,-443,-443,-443,-443,-443,0,39,-1,39,-50,-12,-1,-12,-50,-0.00180696,0.00701098,-0.00299559,-0.000821035,-0.00381801,-0.00223347,-443,2620,-2719,131,-611,298,128,76.3741
132,42,99,19,99,147,233,19,233,147,-0.182349,2.07752,-0.784929,-0.00041888,2.19283,-0.152305,-444,-444,-444,-444,-444,0,39,-1,39,-50,-12,-1,-12,-50,-0.00180995,0.00701868,-0.00299305,-0.00082283,-0.00382863,-0.00223634,-444,2623,-2717,131,-613,298,129,76.3741
133,41,98,18,98,147,233,18,233,147,-0.184671,2.07914,-0.785484,-0.00041888,2.19283,-0.152556,-430,-430,-430,-430,-430,0,38,-2,38,-50,-12,-2,-12,-50,-0.00175318,0.00671728,-0.00285684,-0.000783761,-0.00370543,-0.00214212,-430,2511,-2593,125,-593,285,130,75.4188
134,40,98,17,98,147,234,17,234,147,-0.187403,2.07968,-0.785927,-0.00062832,2.19262,-0.152807,-422,-422,-422,-422,-422,0,38,-3,38,-50,-11,-3,-11,-50,-0.0017207,0.00643992,-0.00273834,-0.000755779,-0.00358897,-0.00208666,-422,2407,-2485,121,-574,278,129,75.213
135,40,96,14,96,144,232,14,232,144,-0.187403,2.08031,-0.786371,-0.00083776,2.19262,-0.153561,-410,-410,-410,-410,-410,0,36,-6,36,-53,-13,-6,-13,-53,-0.00166942,0.00641692,-0.00267243,-0.000732462,-0.00361458,-0.00201064,-410,2398,-2426,117,-579,268,130,76.4657
136,40,96,14,96,144,232,14,232,144,-0.187403,2.0812,-0.78674,-0.00083776,2.19262,-0.153561,-410,-410,-410,-410,-410,0,36,-6,36,-53,-13,-6,-13,-53,-0.00167165,0.00642219,-0.00267033,-0.000734415,-0.00362196,-0.00201355,-410,2400,-2424,117,-580,268,129,76.4657
137,40,96,14,96,144,232,14,232,144,-0.187403,2.0821,-0.78711,-0.00083776,2.19262,-0.153561,-411,-411,-411,-411,-411,0,36,-6,36,-53,-13,-6,-13,-53,-0.00167388,0.00642748,-0.00266823,-0.000736374,-0.00362935,-0.00201647,-411,2402,-2422,117,-581,269,128,76.4657
138,40,96,12,96,144,232,12,232,144,-0.187403,2.08273,-0.787516,-0.0010472,2.19262,-0.153813,-580,-580,-580,-580,-580,0,36,-8,36,-53,-13,-8,-13,-53,-0.00236243,0.00788827,-0.00420092,-0.000347226,-0.00579222,-0.00219166,-580,2948,-3813,55,-927,292,128,77.013
139,40,96,13,96,144,232,13,232,144,-0.187403,2.08327,-0.787923,-0.0010472,2.19262,-0.153813,-496,-496,-496,-496,-496,0,36,-7,36,-53,-13,-7,-13,-53,-0.00202226,0.0071629,-0.00342938,-0.000543801,-0.00471437,-0.00210488,-496,2677,-3113,87,-755,281,129,76.7203
140,40,96,12,96,144,232,12,232,144,-0.187403,2.08381,-0.788256,-0.0010472,2.19262,-0.154064,-581,-581,-581,-581,-581,0,36,-8,36,-53,-13,-8,-13,-53,-0.00236679,0.00789914,-0.00419913,-0.000349864,-0.00580488,-0.00219718,-581,2952,-3812,56,-929,293,128,77.013
141,40,96,12,96,144,232,12,232,144,-0.187403,2.08461,-0.788662,-0.00125664,2.19262,-0.154064,-582,-582,-582,-582,-582,0,36,-8,36,-53,-13,-8,-13,-53,-0.00236986,0.00790614,-0.00419758,-0.000351256,-0.00581381,-0.00219977,-582,2955,-3810,56,-931,293,128,77.013
142,40,96,12,96,144,232,12,232,144,-0.187403,2.08623,-0.789106,-0.00125664,2.19262,-0.154567,-583,-583,-583,-583,-583,0,36,-8,36,-53,-13,-8,-13,-53,-0.00237552,0.00791749,-0.00419391,-0.000356503,-0.00582885,-0.00220778,-583,2959,-3807,57,-933,294,130,77.013
143,39,96,11,96,143,233,11,233,143,-0.187403,2.0874,-0.78966,-0.00146608,2.1922,-0.155572,-491,-491,-491,-491,-491,0,36,-9,36,-54,-12,-9,-12,-54,-0.00199965,0.00694765,-0.00331821,-0.000507736,-0.00469104,-0.00204146,-491,2597,-3012,81,-751,272,128,77.711
144,38,95,11,95,143,233,11,233,143,-0.187403,2.0883,-0.789808,-0.00188496,2.1922,-0.156075,-382,-382,-382,-382,-382,0,35,-9,35,-54,-12,-9,-12,-54,-0.00155686,0.00588846,-0.00240964,-0.000661266,-0.003445,-0.00184632,-382,2201,-2187,105,-551,246,130,76.7919
145,37,95,10,95,143,234,10,234,143,-0.187403,2.08928,-0.790399,-0.00251328,2.19199,-0.156577,-370,-370,-370,-370,-370,0,35,-10,35,-54,-11,-10,-11,-54,-0.00151008,0.00563033,-0.00230499,-0.000625798,-0.00334107,-0.00177489,-370,2104,-2092,100,-535,236,130,76.8635
146,37,95,10,95,143,234,10,234,143,-0.187403,2.08982,-0.790843,-0.00251328,2.19199,-0.15708,-371,-371,-371,-371,-371,0,35,-10,35,-54,-11,-10,-11,-54,-0.00151153,0.00563444,-0.0023043,-0.000626566,-0.00334587,-0.00177664,-371,2106,-2091,100,-536,237,128,76.8635
147,37,95,9,95,143,234,9,234,143,-0.187403,2.09027,-0.791249,-0.00272272,2.19199,-0.157583,-457,-457,-457,-457,-457,0,35,-11,35,-54,-11,-11,-11,-54,-0.00186342,0.00639563,-0.00306691,-0.000429156,-0.00446863,-0.00186251,-457,2390,-2784,68,-715,248,129,77.2722
148,38,95,9,95,143,233,9,233,143,-0.187403,2.09054,-0.791656,-0.00272272,2.19199,-0.157834,-550,-550,-550,-550,-550,0,35,-11,35,-54,-12,-11,-12,-54,-0.00224176,0.00740979,-0.00395029,-0.00026904,-0.00570772,-0.0020414,-550,2769,-3586,43,-914,272,127,77.5693
149,37,95,10,95,143,234,10,234,143,-0.187403,2.09162,-0.792099,-0.00293216,2.19179,-0.158588,-372,-372,-372,-372,-372,0,35,-10,35,-54,-11,-10,-11,-54,-0.00151616,0.00564687,-0.00230161,-0.000627961,-0.00336162,-0.00178034,-372,2110,-2089,100,-538,237,129,76.8635
150,37,95,10,95,143,234,10,234,143,-0.187403,2.09278,-0.79258,-0.00293216,2.19179,-0.158839,-373,-373,-373,-373,-373,0,35,-10,35,-54,-11,-10,-11,-54,-0.00151884,0.00565302,-0.00229929,-0.000630274,-0.00337009,-0.00178382,-373,2113,-2087,100,-539,238,128,76.8635
151,37,95,9,95,143,234,9,234,143,-0.187403,2.09359,-0.792876,-0.0031416,2.19179,-0.158839,-460,-460,-460,-460,-460,0,35,-11,35,-54,-11,-11,-11,-54,-0.00187331,0.00641838,-0.00306103,-0.000434834,-0.00449793,-0.0018729,-460,2399,-2778,69,-720,250,128,77.2722
152,35,94,9,94,142,235,9,235,142,-0.187403,2.09386,-0.793282,-0.0031416,2.19179,-0.158839,-173,-173,-173,-173,-173,0,34,-11,34,-55,-10,-11,-10,-55,-0.000705248,0.003605,-0.000572765,-0.00094789,-0.000889412,-0.00144524,-173,1347,-519,151,-142,192,130,76.8115
153,35,94,8,94,143,235,8,235,143,-0.190818,2.09431,-0.7938,-0.00335104,2.19179,-0.158839,-349,-349,-349,-349,-349,0,34,-12,34,-54,-10,-12,-10,-54,-0.00142144,0.00515528,-0.00210162,-0.000560037,-0.00316479,-0.00164066,-349,1927,-1907,89,-507,219,128,76.5506
154,35,92,7,92,141,233,7,233,141,-0.191091,2.09503,-0.79391,-0.00335104,2.19179,-0.158839,-264,-264,-264,-264,-264,0,32,-13,32,-56,-12,-13,-12,-56,-0.00107828,0.00438491,-0.00130366,-0.000735064,-0.00202658,-0.00146051,-264,1639,-1183,117,-324,194,130,77.324
155,35,92,7,92,141,233,7,233,141,-0.191091,2.0961,-0.793984,-0.00335104,2.19179,-0.159091,-265,-265,-265,-265,-265,0,32,-13,32,-56,-12,-13,-12,-56,-0.00107975,0.00438723,-0.00130097,-0.000736956,-0.00203159,-0.00146238,-265,1640,-1181,118,-325,195,130,77.324
156,34,91,7,91,140,233,7,233,140,-0.191091,2.09637,-0.794095,-0.00335104,2.19179,-0.159091,-115,-115,-115,-115,-115,0,31,-13,31,-57,-12,-13,-12,-57,-0.000469257,0.00263445,0.000334088,-0.00108148,0.000438748,-0.00108666,-115,984,303,173,70,145,129,77.2399
157,35,92,6,92,141,233,6,233,141,-0.191091,2.09673,-0.794243,-0.00356048,2.19179,-0.159091,-336,-336,-336,-336,-336,0,32,-14,32,-56,-12,-14,-12,-56,-0.0013707,0.00513664,-0.00206118,-0.00054345,-0.00319446,-0.00159072,-336,1920,-1871,87,-511,212,128,77.846
158,34,91,6,91,140,233,6,233,140,-0.191091,2.09718,-0.79428,-0.00356048,2.19179,-0.159091,-183,-183,-183,-183,-183,0,31,-14,31,-57,-12,-14,-12,-57,-0.000746997,0.00338417,-0.000425274,-0.000888606,-0.000740325,-0.00122284,-183,1265,-386,142,-118,163,129,77.7625
159,34,91,6,91,141,234,6,234,141,-0.191091,2.09736,-0.794391,-0.00356048,2.19179,-0.159091,-179,-179,-179,-179,-179,0,31,-14,31,-56,-11,-14,-11,-56,-0.000729983,0.00332582,-0.000455893,-0.000863299,-0.00079701,-0.00123134,-179,1243,-413,138,-127,164,130,76.7333
160,34,91,6,91,140,234,6,234,140,-0.191091,2.09754,-0.794465,-0.00376992,2.19158,-0.159091,-105,-105,-105,-105,-105,0,31,-14,31,-57,-11,-14,-11,-57,-0.000427959,0.0025344,0.000356277,-0.00106702,0.000423829,-0.0010922,-105,947,323,170,67,145,128,77.4661
161,34,91,6,91,140,234,6,234,140,-0.191091,2.09799,-0.794502,-0.00397936,2.19137,-0.159342,-105,-105,-105,-105,-105,0,31,-14,31,-57,-11,-14,-11,-57,-0.000428195,0.00253442,0.000357275,-0.00106714,0.000422617,-0.0010922,-105,947,324,170,67,145,128,77.4661
162,34,91,5,91,140,234,5,234,140,-0.191091,2.09853,-0.794502,-0.00439824,2.19116,-0.159593,-176,-176,-176,-176,-176,0,31,-15,31,-57,-11,-15,-11,-57,-0.000718791,0.00328882,-0.000400027,-0.000872933,-0.000749619,-0.00121978,-176,1229,-363,139,-120,162,129,78.0256
163,34,91,5,91,140,233,5,233,140,-0.191091,2.09943,-0.794502,-0.00502656,2.19074,-0.159593,-252,-252,-252,-252,-252,0,31,-15,31,-57,-12,-15,-12,-57,-0.00102615,0.00413946,-0.00118438,-0.000694658,-0.00193181,-0.00135992,-252,1547,-1075,111,-309,181,127,78.3199
164,34,91,4,91,139,233,4,233,139,-0.191091,2.09952,-0.794502,-0.00586432,2.19074,-0.159845,-250,-250,-250,-250,-250,0,31,-16,31,-58,-12,-16,-12,-58,-0.00102042,0.00412429,-0.00115381,-0.000698183,-0.00191651,-0.00135277,-250,1541,-1047,111,-307,180,129,79.6367
165,34,91,4,91,139,233,4,233,139,-0.191091,2.09969,-0.794502,-0.00607376,2.19074,-0.159845,-250,-250,-250,-250,-250,0,31,-16,31,-58,-12,-16,-12,-58,-0.00102065,0.00412461,-0.00115336,-0.000698202,-0.00191751,-0.00135256,-250,1541,-1047,111,-307,180,129,79.6367
166,34,90,3,90,140,233,3,233,140,-0.191091,2.10041,-0.794687,-0.0062832,2.19053,-0.160096,-311,-311,-311,-311,-311,0,30,-17,30,-57,-12,-17,-12,-57,-0.00126683,0.00478285,-0.00190842,-0.000472672,-0.00309954,-0.00145049,-311,1787,-1732,75,-496,193,128,78.7655
167,34,90,3,90,139,233,3,233,139,-0.191091,2.10068,-0.794797,-0.0062832,2.19053,-0.160096,-247,-247,-247,-247,-247,0,30,-17,30,-58,-12,-17,-12,-58,-0.00100618,0.00403761,-0.00112855,-0.000666664,-0.0019214,-0.00130265,-247,1509,-1024,106,-307,173,128,79.4921
