No,Z,u1,v1,u2,v2,u3,v3,u4,v4,pos1,pos2,pos3,pos4,pos5,pos6,vel1,vel2,vel3,vel4,vel5,vel6,err1,err2,err3,err4,err5,err6,err7,err8,speed1,speed2,speed3,speed4,speed5,speed6,cmdspeed1,cmdspeed2,cmdspeed3,cmdspeed4,cmdspeed5,cmdspeed6,time,normErr
77,74,98,28,98,141,211,28,211,141,-0.0829109,1.99512,-0.66152,0.0159174,2.29902,-0.0552922,303,303,303,303,303,0,38,8,38,-56,-34,8,-34,-56,0.00123728,0.0221481,-0.0183844,-0.000891199,-0.0146857,-0.00351639,303,8279,-16689,142,-2352,469,130,92.3472
78,70,97,27,97,141,212,27,212,141,-0.0829109,1.99854,-0.663922,0.015708,2.29902,-0.0565488,125,125,125,125,125,0,37,7,37,-56,-33,7,-33,-56,0.000512131,0.0204002,-0.0158221,-0.000968785,-0.0132573,-0.00331582,125,7625,-14363,155,-2123,442,130,90.5483
79,70,97,27,97,141,212,27,212,141,-0.0829109,2.00186,-0.666251,0.015708,2.29902,-0.0573028,127,127,127,127,127,0,37,7,37,-56,-33,7,-33,-56,0.000517195,0.0204442,-0.015788,-0.000970012,-0.0133354,-0.00331251,127,7642,-14332,155,-2136,442,127,90.5483
80,70,97,26,97,141,212,26,212,141,-0.0829109,2.00545,-0.668616,0.015708,2.29881,-0.0575541,274,274,274,274,274,0,37,6,37,-56,-33,6,-33,-56,0.00111908,0.0205911,-0.0171473,-0.000829595,-0.0144406,-0.00338851,274,7697,-15566,132,-2313,452,129,90.3327
81,67,96,26,96,141,213,26,213,141,-0.0829109,2.00922,-0.670464,0.0154986,2.29881,-0.0575541,-22,-22,-22,-22,-22,0,36,6,36,-56,-32,6,-32,-56,-9.26E-05,0.0189643,-0.0134961,-0.00102632,-0.0119967,-0.00307424,-22,7089,-12252,164,-1921,410,133,88.7919
82,65,95,24,95,139,213,24,213,139,-0.0829109,2.01164,-0.672719,0.0150797,2.2986,-0.0575541,-126,-126,-126,-126,-126,0,35,4,35,-58,-32,4,-32,-58,-0.00051604,0.0181346,-0.0119544,-0.00105304,-0.0110688,-0.00286623,-126,6778,-10852,168,-1773,382,129,88.9382
83,65,95,24,95,139,213,24,213,139,-0.0829109,2.01326,-0.674493,0.0148702,2.29839,-0.0580568,-127,-127,-127,-127,-127,0,35,4,35,-58,-32,4,-32,-58,-0.000517989,0.0181637,-0.0119421,-0.00105153,-0.0111106,-0.00286578,-127,6789,-10841,168,-1779,382,130,88.9382
84,63,94,23,94,140,213,23,213,140,-0.0829109,2.01532,-0.675786,0.0146608,2.29839,-0.0583081,83,83,83,83,83,0,34,3,34,-57,-32,3,-32,-57,0.000339987,0.017211,-0.0125118,-0.000880161,-0.0116664,-0.00283616,83,6433,-11358,141,-1869,378,130,87.3842
85,63,94,22,94,140,213,22,213,140,-0.0829109,2.01756,-0.677449,0.0146608,2.29839,-0.0588108,232,232,232,232,232,0,34,2,34,-57,-32,2,-32,-57,0.000945224,0.0173882,-0.0138243,-0.000765951,-0.0128248,-0.00295897,232,6499,-12550,122,-2054,395,128,87.2983
86,62,93,22,93,140,213,22,213,140,-0.0829109,2.01891,-0.679408,0.0146608,2.29818,-0.0590621,134,134,134,134,134,0,33,2,33,-57,-32,2,-32,-57,0.000547082,0.016541,-0.0120656,-0.000829542,-0.0114721,-0.00273196,134,6183,-10953,132,-1837,364,128,86.5275
87,60,93,22,93,140,214,22,214,140,-0.0829109,2.02187,-0.68085,0.0144514,2.29818,-0.0595647,-58,-58,-58,-58,-58,0,33,2,33,-57,-31,2,-31,-57,-0.000239044,0.0157952,-0.0104076,-0.00091187,-0.0102033,-0.00256266,-58,5904,-9448,146,-1634,342,129,85.7963
88,58,92,21,92,139,214,21,214,139,-0.0829109,2.0234,-0.682328,0.0144514,2.29818,-0.0598161,-167,-167,-167,-167,-167,0,32,1,32,-58,-31,1,-31,-58,-0.000683576,0.0148556,-0.00877274,-0.000937093,-0.00890755,-0.00230146,-167,5553,-7964,150,-1427,307,128,85.6563
89,58,92,21,92,139,214,21,214,139,-0.0829109,2.02564,-0.683548,0.0144514,2.29818,-0.0598161,-168,-168,-168,-168,-168,0,32,1,32,-58,-31,1,-31,-58,-0.000684966,0.0148765,-0.00875601,-0.000940636,-0.00894514,-0.00230481,-168,5561,-7948,150,-1433,307,129,85.6563
90,57,92,20,92,140,215,20,215,140,-0.0829109,2.02762,-0.684915,0.0142419,2.29818,-0.0600674,-46,-46,-46,-46,-46,0,32,0,32,-57,-30,0,-30,-57,-0.000190668,0.0145591,-0.00965365,-0.000836421,-0.00981899,-0.00242136,-46,5442,-8763,133,-1573,323,129,84.2437
91,57,92,19,92,139,215,19,215,139,-0.0829109,2.0295,-0.68595,0.0140325,2.29818,-0.0603187,-52,-52,-52,-52,-52,0,32,-1,32,-58,-30,-1,-30,-58,-0.000211701,0.0146844,-0.00978124,-0.000827705,-0.0100366,-0.00243488,-52,5489,-8879,132,-1607,325,131,84.9412
92,55,92,18,92,139,216,18,216,139,-0.0829109,2.0313,-0.687133,0.013823,2.29797,-0.0610727,-80,-80,-80,-80,-80,0,32,-2,32,-58,-29,-2,-29,-58,-0.000328046,0.0140854,-0.00942418,-0.00079838,-0.00983831,-0.0023888,-80,5265,-8555,127,-1576,318,127,84.2971
93,55,92,18,92,139,216,18,216,139,-0.0829109,2.03246,-0.688094,0.0136136,2.29797,-0.061324,-80,-80,-80,-80,-80,0,32,-2,32,-58,-29,-2,-29,-58,-0.000328405,0.0140987,-0.00941683,-0.000797511,-0.00985931,-0.0023871,-80,5270,-8548,127,-1579,318,128,84.2971
94,55,92,17,92,139,216,17,216,139,-0.0829109,2.03408,-0.689609,0.0134042,2.29776,-0.061324,24,24,24,24,24,0,32,-3,32,-58,-29,-3,-29,-58,9.89E-05,0.0144548,-0.0107155,-0.000706254,-0.0111505,-0.00255247,24,5403,-9727,113,-1786,340,129,84.386
95,55,92,17,92,139,216,17,216,139,-0.0829109,2.03552,-0.691162,0.0131947,2.29776,-0.0623293,24,24,24,24,24,0,32,-3,32,-58,-29,-3,-29,-58,9.90E-05,0.0144745,-0.0107063,-0.000704185,-0.0111797,-0.00254966,24,5410,-9719,112,-1791,340,129,84.386
96,54,92,16,92,138,217,16,217,138,-0.0829109,2.03704,-0.692455,0.0129853,2.29776,-0.0630833,-116,-116,-116,-116,-116,0,32,-4,32,-59,-28,-4,-28,-59,-0.000472623,0.0138761,-0.00931254,-0.000764616,-0.00998955,-0.0023681,-116,5187,-8454,122,-1600,316,129,84.5281
97,54,92,16,92,138,217,16,217,138,-0.0829109,2.03947,-0.693823,0.0129853,2.29755,-0.0633347,-116,-116,-116,-116,-116,0,32,-4,32,-59,-28,-4,-28,-59,-0.000473336,0.0138984,-0.00929658,-0.000767343,-0.0100278,-0.0023704,-116,5195,-8439,122,-1606,316,128,84.5281
98,54,92,15,92,138,217,15,217,138,-0.0829109,2.04126,-0.694895,0.0129853,2.29755,-0.0640886,-28,-28,-28,-28,-28,0,32,-5,32,-59,-28,-5,-28,-59,-0.00011548,0.0143378,-0.0106551,-0.000675133,-0.0113957,-0.00253999,-28,5359,-9673,108,-1825,339,128,84.6877
99,52,91,14,91,138,217,14,217,138,-0.0829109,2.04297,-0.696373,0.0129853,2.29734,-0.0645913,18,18,18,18,18,0,31,-6,31,-59,-28,-6,-28,-59,7.61E-05,0.0135386,-0.0101507,-0.000632218,-0.0110953,-0.0024454,18,5060,-9215,101,-1777,326,128,84.1368
100,52,91,14,91,138,217,14,217,138,-0.0829109,2.04575,-0.697814,0.0127758,2.29734,-0.0645913,19,19,19,19,19,0,31,-6,31,-59,-28,-6,-28,-59,7.88E-05,0.0135601,-0.010133,-0.000632283,-0.011135,-0.00244119,19,5068,-9199,101,-1783,325,128,84.1368
101,51,90,15,90,138,217,15,217,138,-0.0829109,2.04692,-0.698849,0.0125664,2.29713,-0.0648426,-139,-139,-139,-139,-139,0,30,-5,30,-59,-28,-5,-28,-59,-0.000567907,0.0122177,-0.00721938,-0.000753591,-0.00826176,-0.0019935,-139,4567,-6553,120,-1323,266,132,83.2106
102,51,91,14,91,138,218,14,218,138,-0.0829109,2.05033,-0.699847,0.0119381,2.29671,-0.065094,-102,-102,-102,-102,-102,0,31,-6,31,-59,-27,-6,-27,-59,-0.000416767,0.0128234,-0.00858477,-0.000694882,-0.00972343,-0.00222552,-102,4793,-7793,111,-1557,297,130,83.4805
103,50,90,12,90,138,218,12,218,138,-0.0829109,2.05212,-0.701067,0.0115192,2.29671,-0.0653453,19,19,19,19,19,0,30,-8,30,-59,-27,-8,-27,-59,8.11E-05,0.0127137,-0.00955552,-0.000570569,-0.0108591,-0.00231391,19,4752,-8674,91,-1739,308,129,83.2526
104,50,90,12,90,138,218,12,218,138,-0.0829109,2.05356,-0.702361,0.0111003,2.29651,-0.0658479,19,19,19,19,19,0,30,-8,30,-59,-27,-8,-27,-59,8.11E-05,0.0127303,-0.00954742,-0.000566428,-0.0108845,-0.00230784,19,4758,-8667,90,-1743,308,128,83.2526
105,50,90,11,90,138,218,11,218,138,-0.0829109,2.05616,-0.703506,0.0102626,2.2963,-0.0660993,101,101,101,101,101,0,30,-9,30,-59,-27,-9,-27,-59,0.000412329,0.0132033,-0.0108285,-0.000475266,-0.0122781,-0.00246553,101,4935,-9830,76,-1967,329,127,83.5584
106,46,88,11,88,138,219,11,219,138,-0.0829109,2.05697,-0.704726,0.00858704,2.29567,-0.0671046,-103,-103,-103,-103,-103,0,28,-9,28,-59,-26,-9,-26,-59,-0.00042139,0.0103219,-0.00619419,-0.000597368,-0.00759681,-0.00172002,-103,3858,-5623,95,-1217,229,130,81.5107
107,46,88,10,88,137,219,10,219,137,-0.0829109,2.05876,-0.705724,0.00774928,2.29546,-0.0676072,-106,-106,-106,-106,-106,0,28,-10,28,-60,-26,-10,-26,-60,-0.000434174,0.0103985,-0.00624809,-0.000588224,-0.00773598,-0.00172061,-106,3887,-5672,94,-1239,229,129,82.5833
108,46,87,9,87,138,218,9,218,138,-0.0829109,2.05939,-0.706722,0.00753984,2.29525,-0.0676072,136,136,136,136,136,0,27,-11,27,-59,-27,-11,-27,-59,0.00055487,0.010978,-0.00844388,-0.000445719,-0.0101951,-0.00205152,136,4103,-7665,71,-1633,273,130,82.2192
109,46,86,9,86,138,217,9,217,138,-0.0829109,2.06065,-0.707794,0.00753984,2.29525,-0.0676072,213,213,213,213,213,0,26,-11,26,-59,-28,-11,-28,-59,0.000869569,0.0107351,-0.00830115,-0.000437412,-0.0100823,-0.00201581,213,4012,-7536,70,-1615,269,131,82.2435
110,46,86,9,86,138,217,9,217,138,-0.0829109,2.06244,-0.708939,0.00670208,2.29483,-0.0676072,214,214,214,214,214,0,26,-11,26,-59,-28,-11,-28,-59,0.00087257,0.0107485,-0.00829176,-0.000428453,-0.0101064,-0.00200086,214,4017,-7527,68,-1619,267,128,82.2435
111,46,86,9,86,138,217,9,217,138,-0.0829109,2.06307,-0.709937,0.0062832,2.29483,-0.0678586,214,214,214,214,214,0,26,-11,26,-59,-28,-11,-28,-59,0.000872875,0.0107575,-0.00828886,-0.000423756,-0.0101189,-0.00199447,214,4021,-7524,67,-1621,266,130,82.2435
112,43,85,9,85,139,218,9,218,139,-0.0829109,2.06424,-0.710787,0.0062832,2.29462,-0.0678586,105,105,105,105,105,0,25,-11,25,-58,-27,-11,-27,-58,0.000427568,0.00939902,-0.00652425,-0.000450267,-0.0082813,-0.0017099,105,3513,-5922,72,-1326,228,128,80.2185
113,43,85,8,85,139,218,8,218,139,-0.0829109,2.06577,-0.711637,0.00565488,2.29441,-0.0681099,209,209,209,209,209,0,25,-12,25,-58,-27,-12,-27,-58,0.00085136,0.00975379,-0.00757729,-0.000398091,-0.00956324,-0.00190491,209,3646,-6878,63,-1532,254,129,80.6474
114,43,85,8,85,139,218,8,218,139,-0.0829109,2.06702,-0.71282,0.00502656,2.29399,-0.0681099,209,209,209,209,209,0,25,-12,25,-58,-27,-12,-27,-58,0.000852481,0.00976587,-0.00757139,-0.000391234,-0.00958211,-0.00189493,209,3650,-6873,62,-1535,252,128,80.6474
115,42,84,8,84,138,218,8,218,138,-0.0829109,2.06828,-0.713781,0.00481712,2.29399,-0.0681099,18,18,18,18,18,0,24,-12,24,-59,-27,-12,-27,-59,7.54E-05,0.00872657,-0.00530756,-0.000450179,-0.00700477,-0.0014347,18,3262,-4818,72,-1122,191,128,80.7651
116,42,84,8,84,138,218,8,218,138,-0.0829109,2.06971,-0.714853,0.00481712,2.29378,-0.0681099,18,18,18,18,18,0,24,-12,24,-59,-27,-12,-27,-59,7.58E-05,0.00873608,-0.00530156,-0.000450157,-0.00702028,-0.00143432,18,3265,-4812,72,-1124,191,129,80.7651
117,42,84,7,84,138,218,7,218,138,-0.0829109,2.07079,-0.715333,0.00481712,2.29378,-0.0683612,128,128,128,128,128,0,24,-13,24,-59,-27,-13,-27,-59,0.000524442,0.00908554,-0.00635677,-0.000406435,-0.00832026,-0.00164585,128,3396,-5770,65,-1332,219,129,81.2281
118,42,84,6,84,139,218,6,218,139,-0.0829109,2.0716,-0.716073,0.00481712,2.29378,-0.0683612,343,343,343,343,343,0,24,-14,24,-58,-27,-14,-27,-58,0.00139746,0.00968093,-0.00831959,-0.000324954,-0.0106849,-0.00204163,343,3618,-7552,52,-1711,272,127,81.0062
119,41,83,6,83,138,218,6,218,138,-0.0829109,2.0725,-0.717071,0.00460768,2.29357,-0.0686125,154,154,154,154,154,0,23,-14,23,-59,-27,-14,-27,-59,0.000629876,0.00866357,-0.00611436,-0.000383075,-0.00814574,-0.00159529,154,3238,-5550,61,-1304,212,132,81.148
120,40,83,6,83,138,219,6,219,138,-0.0829109,2.07411,-0.717958,0.00439824,2.29336,-0.0686125,27,27,27,27,27,0,23,-14,23,-59,-26,-14,-26,-59,0.000110692,0.00805422,-0.00494429,-0.000406288,-0.00676951,-0.00135712,27,3010,-4488,65,-1084,181,128,80.4922
121,40,83,6,83,138,219,6,219,138,-0.0829109,2.07519,-0.718956,0.00439824,2.29336,-0.0691152,27,27,27,27,27,0,23,-14,23,-59,-26,-14,-26,-59,0.000110989,0.00806171,-0.00494039,-0.000406252,-0.00678091,-0.00135685,27,3013,-4485,65,-1086,181,130,80.4922
122,40,83,5,83,139,219,5,219,139,-0.0829109,2.07654,-0.719621,0.00439824,2.29336,-0.0696179,229,229,229,229,229,0,23,-15,23,-58,-26,-15,-26,-58,0.000936093,0.00870479,-0.00686347,-0.000336226,-0.00918324,-0.00176643,229,3253,-6230,53,-1471,235,129,80.3057
123,40,83,4,83,139,219,4,219,139,-0.0829109,2.07716,-0.720508,0.0041888,2.29315,-0.0696179,323,323,323,323,323,0,23,-16,23,-58,-26,-16,-26,-58,0.00131545,0.00908672,-0.00786761,-0.000292713,-0.0104605,-0.00196607,323,3396,-7142,46,-1675,262,129,80.8826
124,39,82,4,82,138,219,4,219,138,-0.0829109,2.07824,-0.721321,0.00376992,2.29294,-0.0701205,152,152,152,152,152,0,22,-16,22,-59,-26,-16,-26,-59,0.000619797,0.00804052,-0.00573447,-0.000343344,-0.00791813,-0.0015189,152,3005,-5205,55,-1268,202,132,81.0494
125,39,82,4,82,138,219,4,219,138,-0.0829109,2.0795,-0.722134,0.00376992,2.29294,-0.0701205,152,152,152,152,152,0,22,-16,22,-59,-26,-16,-26,-59,0.000621833,0.00804595,-0.00572936,-0.000342808,-0.00792868,-0.00151669,152,3007,-5201,54,-1270,202,130,81.0494
126,38,82,4,82,139,220,4,220,139,-0.0829109,2.08049,-0.72291,0.00335104,2.29274,-0.0701205,130,130,130,130,130,0,22,-16,22,-58,-25,-16,-25,-58,0.000530196,0.00773538,-0.00550704,-0.000334085,-0.00769112,-0.00148451,130,2891,-4999,53,-1232,198,129,79.6869
127,38,82,3,82,137,220,3,220,137,-0.0829109,2.08147,-0.723428,0.00272272,2.29253,-0.0706232,31,31,31,31,31,0,22,-17,22,-60,-25,-17,-25,-60,0.000129254,0.00749614,-0.00465776,-0.000352897,-0.00667127,-0.00127882,31,2802,-4228,56,-1068,170,129,81.7618
128,36,81,2,81,137,221,2,221,137,-0.0829109,2.08255,-0.724315,0.00272272,2.29253,-0.0708745,-46,-46,-46,-46,-46,0,21,-18,21,-60,-24,-18,-24,-60,-0.000189587,0.00645488,-0.00336638,-0.000348226,-0.00508416,-0.000993674,-46,2412,-3056,55,-814,132,128,81.2773
129,37,81,2,81,137,220,2,220,137,-0.0829109,2.08327,-0.724906,0.00251328,2.29253,-0.0713772,53,53,53,53,53,0,21,-18,21,-60,-25,-18,-25,-60,0.000216341,0.00713021,-0.00446967,-0.000329181,-0.006519,-0.00123098,53,2665,-4057,52,-1044,164,130,81.878
130,36,81,2,81,137,221,2,221,137,-0.0829109,2.08399,-0.725424,0.00251328,2.29253,-0.0718798,-46,-46,-46,-46,-46,0,21,-18,21,-60,-24,-18,-24,-60,-0.000189866,0.00646236,-0.00336227,-0.000347824,-0.0050959,-0.000992792,-46,2415,-3052,55,-816,132,130,81.2773
131,36,81,2,81,137,221,2,221,137,-0.0829109,2.08479,-0.726015,0.00251328,2.29253,-0.0721311,-46,-46,-46,-46,-46,0,21,-18,21,-60,-24,-18,-24,-60,-0.000190002,0.00646636,-0.00335991,-0.000348144,-0.00510227,-0.000993079,-46,2417,-3050,55,-817,132,130,81.2773
132,36,81,1,81,137,221,1,221,137,-0.0829109,2.08623,-0.726348,0.00251328,2.29232,-0.0723825,38,38,38,38,38,0,21,-19,21,-60,-24,-19,-24,-60,0.000156632,0.00689628,-0.00434507,-0.000317044,-0.00643984,-0.00121289,38,2577,-3944,50,-1031,161,128,81.9573
133,35,80,1,80,138,221,1,221,138,-0.0829109,2.08668,-0.726976,0.00188496,2.29232,-0.0726338,61,61,61,61,61,0,20,-19,20,-59,-24,-19,-24,-59,0.000250147,0.00648864,-0.00411979,-0.000298547,-0.00617805,-0.00116198,61,2425,-3740,47,-989,155,126,80.7217
