No,Z,u1,v1,u2,v2,u3,v3,u4,v4,pos1,pos2,pos3,pos4,pos5,pos6,vel1,vel2,vel3,vel4,vel5,vel6,err1,err2,err3,err4,err5,err6,err7,err8,speed1,speed2,speed3,speed4,speed5,speed6,cmdspeed1,cmdspeed2,cmdspeed3,cmdspeed4,cmdspeed5,cmdspeed6,time,normErr
89,131,107,50,107,135,195,50,195,135,-0.146562,1.86264,-0.480859,-0.0312066,2.17964,-0.0937453,-762,-762,-762,-762,-762,0,47,30,47,-62,-50,30,-50,-62,-0.00310337,0.0302176,-0.0218059,-0.00190011,-0.00982025,-0.00514938,-762,11295,-19796,304,-1573,687,128,126.341
90,131,107,49,107,134,195,49,195,134,-0.146562,1.86569,-0.484112,-0.0312066,2.17964,-0.0939967,-771,-771,-771,-771,-771,0,47,29,47,-63,-50,29,-50,-63,-0.00313918,0.0303542,-0.0219008,-0.00188407,-0.0100263,-0.00517132,-771,11346,-19882,301,-1606,690,127,126.135
91,131,107,48,107,135,195,48,195,135,-0.146562,1.87,-0.486773,-0.0316254,2.17943,-0.0944993,249,249,249,249,249,0,47,28,47,-62,-50,28,-50,-62,0.00101542,0.0281967,-0.0231637,-0.00108834,-0.00993132,-0.00437142,249,10540,-21028,174,-1591,583,127,124.956
92,128,106,47,106,134,195,47,195,134,-0.146562,1.87628,-0.489914,-0.0320443,2.17901,-0.0960073,-187,-187,-187,-187,-187,0,46,27,46,-63,-50,27,-50,-63,-0.000761447,0.0280828,-0.0216609,-0.00136814,-0.0099662,-0.00455459,-187,10497,-19664,219,-1596,608,128,124.048
93,120,105,46,105,133,197,46,197,133,-0.146562,1.87996,-0.492465,-0.033301,2.17838,-0.09651,-1480,-1480,-1480,-1480,-1480,0,45,26,45,-64,-48,26,-48,-64,-0.00602515,0.0273295,-0.0165711,-0.00226808,-0.00894739,-0.00489484,-1480,10216,-15043,363,-1433,653,130,121.581
94,120,104,45,104,133,196,45,196,133,-0.146562,1.88203,-0.495458,-0.0343482,2.17796,-0.0977666,-1029,-1029,-1029,-1029,-1029,0,44,25,44,-64,-49,25,-49,-64,-0.00419152,0.0265605,-0.0175078,-0.00186525,-0.00914569,-0.00459277,-1029,9928,-15894,298,-1465,613,130,121.017
95,120,104,45,104,133,196,45,196,133,-0.146562,1.8866,-0.497417,-0.0349765,2.17796,-0.0977666,-1035,-1035,-1035,-1035,-1035,0,44,25,44,-64,-49,25,-49,-64,-0.00421536,0.0266217,-0.0174363,-0.00188207,-0.00928145,-0.00461106,-1035,9951,-15829,301,-1486,615,130,121.017
96,118,103,44,103,133,196,44,196,133,-0.146562,1.88903,-0.499857,-0.0360237,2.17733,-0.0997772,-971,-971,-971,-971,-971,0,43,24,43,-64,-49,24,-49,-64,-0.00395436,0.0256159,-0.0167522,-0.00177279,-0.00904116,-0.00438513,-971,9575,-15208,284,-1448,585,128,119.683
97,118,103,43,103,133,196,43,196,133,-0.146562,1.89208,-0.502259,-0.0362331,2.17733,-0.10028,-511,-511,-511,-511,-511,0,43,23,43,-64,-49,23,-49,-64,-0.00208041,0.0248497,-0.0177144,-0.0014032,-0.00927998,-0.00415432,-511,9289,-16081,224,-1486,554,126,119.092
98,115,102,43,102,133,196,43,196,133,-0.146562,1.89486,-0.503996,-0.0362331,2.17733,-0.100531,-905,-905,-905,-905,-905,0,42,23,42,-64,-49,23,-49,-64,-0.00368436,0.0244721,-0.0159057,-0.00167479,-0.00882102,-0.00416037,-905,9148,-14439,268,-1413,555,129,118.377
99,115,102,43,102,133,196,43,196,133,-0.146562,1.89827,-0.506509,-0.0364426,2.17712,-0.101034,-909,-909,-909,-909,-909,0,42,23,42,-64,-49,23,-49,-64,-0.00370138,0.0245256,-0.0158624,-0.00168236,-0.0089191,-0.00417435,-909,9167,-14400,269,-1428,557,129,118.377
100,110,101,42,101,133,197,42,197,133,-0.146562,1.90186,-0.508394,-0.0364426,2.17712,-0.101537,-1226,-1226,-1226,-1226,-1226,0,41,22,41,-64,-48,22,-48,-64,-0.00499165,0.0231705,-0.0135869,-0.0018459,-0.00811281,-0.00397185,-1226,8661,-12334,295,-1299,530,129,116.267
101,108,101,41,101,133,198,41,198,133,-0.146562,1.90456,-0.510058,-0.036652,2.17712,-0.10229,-1148,-1148,-1148,-1148,-1148,0,41,21,41,-64,-47,21,-47,-64,-0.00467541,0.0222141,-0.0129699,-0.00177709,-0.00785454,-0.00382307,-1148,8303,-11774,284,-1258,510,130,114.887
102,108,101,40,101,132,198,40,198,132,-0.146562,1.90734,-0.512164,-0.0370709,2.17692,-0.103296,-1148,-1148,-1148,-1148,-1148,0,41,20,41,-65,-47,20,-47,-65,-0.00467598,0.0222206,-0.0127972,-0.00179444,-0.00792863,-0.00382779,-1148,8306,-11617,287,-1270,511,128,114.913
103,105,100,40,100,132,198,40,198,132,-0.146562,1.91003,-0.513938,-0.0372803,2.17629,-0.10405,-1473,-1473,-1473,-1473,-1473,0,40,20,40,-65,-47,20,-47,-65,-0.00599762,0.0217071,-0.0110998,-0.00198625,-0.00726637,-0.00367152,-1473,8114,-10076,318,-1164,490,128,114.206
104,108,101,39,101,131,198,39,198,131,-0.146562,1.91281,-0.515195,-0.0374898,2.17587,-0.105055,-1152,-1152,-1152,-1152,-1152,0,41,19,41,-66,-47,19,-47,-66,-0.00469273,0.0222565,-0.0125905,-0.00182086,-0.0080685,-0.00384784,-1152,8319,-11430,291,-1292,513,129,114.974
105,108,101,39,101,131,198,39,198,131,-0.146562,1.91578,-0.516858,-0.0379086,2.17587,-0.105306,-1157,-1157,-1157,-1157,-1157,0,41,19,41,-66,-47,19,-47,-66,-0.00471229,0.0222969,-0.0125553,-0.00183135,-0.00814624,-0.00386423,-1157,8334,-11398,293,-1305,515,128,114.974
106,101,99,38,99,131,199,38,199,131,-0.146562,1.92026,-0.518854,-0.0383275,2.17566,-0.105558,-1675,-1675,-1675,-1675,-1675,0,39,18,39,-66,-46,18,-46,-66,-0.00681929,0.0203102,-0.0086317,-0.0021497,-0.00636611,-0.00337423,-1675,7592,-7836,344,-1019,450,128,112.259
107,101,99,37,99,131,199,37,199,131,-0.146562,1.92332,-0.519963,-0.038537,2.17566,-0.106312,-1317,-1317,-1317,-1317,-1317,0,39,17,39,-66,-46,17,-46,-66,-0.00536216,0.0198925,-0.00971406,-0.00186818,-0.00686378,-0.00335371,-1317,7436,-8818,299,-1099,447,127,111.79
108,98,98,35,98,131,199,35,199,131,-0.146562,1.92664,-0.521183,-0.0393747,2.17503,-0.106814,-910,-910,-910,-910,-910,0,38,15,38,-66,-46,15,-46,-66,-0.00370714,0.0185134,-0.0103108,-0.00146314,-0.00702417,-0.00309392,-910,6920,-9360,234,-1125,413,130,110.232
109,96,98,34,98,130,200,34,200,130,-0.146562,1.92798,-0.522181,-0.0395842,2.17503,-0.106814,-1151,-1151,-1151,-1151,-1151,0,38,14,38,-67,-45,14,-45,-67,-0.00468917,0.0179213,-0.00849016,-0.00169029,-0.00619661,-0.00294991,-1151,6699,-7707,270,-992,393,128,109.613
110,96,98,34,98,130,200,34,200,130,-0.146562,1.93014,-0.523992,-0.0402125,2.17461,-0.107066,-1155,-1155,-1155,-1155,-1155,0,38,14,38,-67,-45,14,-45,-67,-0.0047036,0.0179515,-0.0084733,-0.00169316,-0.00624573,-0.0029593,-1155,6710,-7692,271,-1000,395,130,109.613
111,98,99,34,99,130,200,34,200,130,-0.146562,1.93301,-0.525174,-0.0408408,2.17461,-0.107066,-908,-908,-908,-908,-908,0,39,14,39,-67,-45,14,-45,-67,-0.00370016,0.0185432,-0.0101362,-0.00150709,-0.00716325,-0.0031623,-908,6931,-9201,241,-1147,422,129,110.313
112,96,98,33,98,129,200,33,200,129,-0.15148,1.93481,-0.526098,-0.0408408,2.1744,-0.107317,-1178,-1178,-1178,-1178,-1178,0,38,13,38,-68,-45,13,-45,-68,-0.00479936,0.0179831,-0.00827174,-0.00179435,-0.0063266,-0.00308981,-1178,6722,-7509,287,-1013,412,129,109.859
113,98,97,30,97,128,198,30,198,128,-0.15148,1.93669,-0.527244,-0.0420974,2.17335,-0.108071,-281,-281,-281,-281,-281,0,37,10,37,-69,-47,10,-47,-69,-0.001145,0.0181988,-0.0129467,-0.000853859,-0.00856061,-0.00314839,-281,6802,-11753,136,-1371,420,130,110.531
114,98,97,30,97,128,198,30,198,128,-0.15148,1.93929,-0.528316,-0.0435635,2.17315,-0.109328,-281,-281,-281,-281,-281,0,37,10,37,-69,-47,10,-47,-69,-0.00114701,0.0182205,-0.0129191,-0.000849489,-0.00861388,-0.00313422,-281,6811,-11728,136,-1379,418,128,110.531
115,96,96,29,96,128,198,29,198,128,-0.15148,1.94181,-0.530386,-0.043773,2.17294,-0.109579,-239,-239,-239,-239,-239,0,36,9,36,-69,-47,9,-47,-69,-0.000975922,0.0174746,-0.0124057,-0.000789444,-0.00841167,-0.00299871,-239,6532,-11262,126,-1347,400,129,109.608
116,94,95,29,95,127,198,29,198,127,-0.15148,1.94342,-0.531901,-0.043773,2.17294,-0.109579,-841,-841,-841,-841,-841,0,35,9,35,-70,-47,9,-47,-70,-0.00342564,0.017131,-0.00907189,-0.0013586,-0.00689798,-0.00283193,-841,6403,-8235,217,-1105,378,127,109.595
117,94,95,28,95,127,198,28,198,127,-0.15148,1.94629,-0.533305,-0.0439824,2.17294,-0.109579,-517,-517,-517,-517,-517,0,35,8,35,-70,-47,8,-47,-70,-0.00210724,0.016976,-0.0105014,-0.00104358,-0.00764163,-0.00285882,-517,6345,-9533,167,-1224,381,130,109.362
118,92,95,27,95,127,199,27,199,127,-0.15148,1.94818,-0.534636,-0.0439824,2.17252,-0.110082,-497,-497,-497,-497,-497,0,35,7,35,-70,-46,7,-46,-70,-0.00202595,0.016322,-0.0101169,-0.000999093,-0.00745037,-0.0027801,-497,6101,-9184,160,-1193,371,130,108.301
119,90,94,26,94,127,199,26,199,127,-0.15148,1.94926,-0.536114,-0.0448202,2.1721,-0.110333,-454,-454,-454,-454,-454,0,34,6,34,-70,-46,6,-46,-70,-0.001852,0.015625,-0.00971167,-0.000925598,-0.00722824,-0.00263663,-454,5840,-8816,148,-1158,352,129,107.48
120,90,94,26,94,127,199,26,199,127,-0.15148,1.95186,-0.537445,-0.045239,2.1721,-0.111087,-456,-456,-456,-456,-456,0,34,6,34,-70,-46,6,-46,-70,-0.00185791,0.0156463,-0.00968858,-0.000928893,-0.00727377,-0.00263846,-456,5848,-8795,148,-1165,352,130,107.48
121,90,94,27,94,127,199,27,199,127,-0.15148,1.95294,-0.53848,-0.045239,2.1721,-0.11159,-748,-748,-748,-748,-748,0,34,7,34,-70,-46,7,-46,-70,-0.00304714,0.0157557,-0.00827184,-0.00122583,-0.0065577,-0.00258947,-748,5889,-7509,196,-1050,345,131,107.662
122,90,94,25,94,126,199,25,199,126,-0.15148,1.95572,-0.539256,-0.0454485,2.17147,-0.111841,-461,-461,-461,-461,-461,0,34,5,34,-71,-46,5,-46,-71,-0.00187706,0.0157062,-0.0096698,-0.000928843,-0.00739487,-0.00264541,-461,5871,-8778,148,-1184,353,131,107.981
123,85,93,25,93,126,200,25,200,126,-0.15148,1.95707,-0.540882,-0.0467051,2.17084,-0.112092,-915,-915,-915,-915,-915,0,33,5,33,-71,-45,5,-45,-71,-0.00372715,0.0142335,-0.00601953,-0.0013524,-0.00523825,-0.00220538,-915,5320,-5464,216,-839,294,130,106.508
124,85,93,25,93,126,200,25,200,126,-0.15148,1.95976,-0.542065,-0.0467051,2.17084,-0.112092,-919,-919,-919,-919,-919,0,33,5,33,-71,-45,5,-45,-71,-0.00374274,0.0142566,-0.00599805,-0.00136213,-0.00528348,-0.00222132,-919,5329,-5445,218,-846,296,129,106.508
125,85,92,25,92,126,199,25,199,126,-0.151616,1.96299,-0.542989,-0.0469146,2.17042,-0.112344,-944,-944,-944,-944,-944,0,32,5,32,-71,-46,5,-46,-71,-0.00384395,0.01434,-0.00601562,-0.00134836,-0.00536225,-0.00219359,-944,5360,-5461,216,-859,292,128,106.752
126,83,92,25,92,126,200,25,200,126,-0.151616,1.96353,-0.543506,-0.0477523,2.17,-0.112344,-1150,-1150,-1150,-1150,-1150,0,32,5,32,-71,-45,5,-45,-71,-0.00468286,0.0136574,-0.00436308,-0.00154241,-0.00427694,-0.00196773,-1150,5105,-3960,247,-685,262,128,105.896
127,81,91,24,91,125,200,24,200,125,-0.151616,1.96667,-0.544209,-0.0492184,2.16979,-0.113098,-1370,-1370,-1370,-1370,-1370,0,31,4,31,-72,-45,4,-45,-72,-0.00558022,0.0129644,-0.00260322,-0.0017229,-0.00315172,-0.00167149,-1370,4846,-2363,276,-504,223,128,105.849
128,79,91,22,91,124,201,22,201,124,-0.154895,1.96811,-0.544837,-0.0492184,2.16979,-0.113852,-1254,-1254,-1254,-1254,-1254,0,31,2,31,-73,-44,2,-44,-73,-0.00510591,0.0120855,-0.00212032,-0.00171204,-0.00276598,-0.00157782,-1254,4517,-1924,274,-443,210,128,105.523
129,79,89,21,89,124,199,21,199,124,-0.15626,1.97134,-0.544948,-0.0494278,2.16979,-0.114606,-1083,-1083,-1083,-1083,-1083,0,29,1,29,-73,-46,1,-46,-73,-0.00440883,0.0123995,-0.00366034,-0.0014224,-0.00384792,-0.00168151,-1083,4635,-3322,227,-616,224,128,106.047
130,79,89,21,89,124,199,21,199,124,-0.15626,1.97197,-0.545022,-0.0494278,2.16979,-0.114857,-1084,-1084,-1084,-1084,-1084,0,29,1,29,-73,-46,1,-46,-73,-0.00441363,0.0124032,-0.00365505,-0.00142535,-0.00385716,-0.0016864,-1084,4636,-3318,228,-617,225,129,106.047
131,79,89,17,89,123,199,17,199,123,-0.15626,1.97286,-0.545798,-0.0498467,2.16917,-0.115108,-298,-298,-298,-298,-298,0,29,-3,29,-74,-46,-3,-46,-74,-0.00121701,0.012554,-0.00773693,-0.000650789,-0.00661104,-0.00211601,-298,4692,-7023,104,-1059,282,129,106.85
132,79,89,17,89,123,199,17,199,123,-0.15626,1.97394,-0.546574,-0.0500562,2.16917,-0.115611,-299,-299,-299,-299,-299,0,29,-3,29,-74,-46,-3,-46,-74,-0.00121871,0.0125623,-0.00772982,-0.000650959,-0.00662695,-0.00211564,-299,4695,-7017,104,-1061,282,130,106.85
133,77,88,17,88,123,199,17,199,123,-0.15626,1.97663,-0.547757,-0.0500562,2.16896,-0.116616,-507,-507,-507,-507,-507,0,28,-3,28,-74,-46,-3,-46,-74,-0.00206461,0.0118857,-0.00602275,-0.000850776,-0.00550632,-0.00185979,-507,4443,-5467,136,-882,248,130,106.316
134,76,88,16,88,122,200,16,200,122,-0.15626,1.97762,-0.54894,-0.0500562,2.16896,-0.116616,-709,-709,-709,-709,-709,0,28,-4,28,-75,-45,-4,-45,-75,-0.00288758,0.0113352,-0.00441068,-0.00106682,-0.00442652,-0.00164954,-709,4237,-4004,170,-709,220,128,106.259
135,74,88,15,88,122,201,15,201,122,-0.15626,1.97906,-0.549346,-0.0500562,2.16896,-0.116616,-658,-658,-658,-658,-658,0,28,-5,28,-75,-44,-5,-44,-75,-0.00268137,0.0107529,-0.00417561,-0.00101626,-0.0042201,-0.00157213,-658,4019,-3790,162,-676,209,127,105.546
136,74,88,15,88,122,201,15,201,122,-0.15626,1.98013,-0.549901,-0.0500562,2.16896,-0.116616,-659,-659,-659,-659,-659,0,28,-5,28,-75,-44,-5,-44,-75,-0.00268596,0.0107602,-0.0041693,-0.00101899,-0.00423398,-0.00157672,-659,4022,-3785,163,-678,210,129,105.546
137,76,88,15,88,122,200,15,200,122,-0.15626,1.98148,-0.550344,-0.0500562,2.16896,-0.116868,-483,-483,-483,-483,-483,0,28,-5,28,-75,-45,-5,-45,-75,-0.00196876,0.0115118,-0.00578902,-0.00082718,-0.00545838,-0.00182612,-483,4303,-5255,132,-874,243,129,106.386
138,76,88,15,88,122,200,15,200,122,-0.15626,1.98319,-0.550898,-0.0500562,2.16896,-0.116868,-484,-484,-484,-484,-484,0,28,-5,28,-75,-45,-5,-45,-75,-0.0019735,0.0115206,-0.00577699,-0.000831219,-0.00547942,-0.00183082,-484,4306,-5244,133,-877,244,129,106.386
139,74,87,14,87,122,200,14,200,122,-0.157217,1.98453,-0.551638,-0.0502656,2.16833,-0.117119,-451,-451,-451,-451,-451,0,27,-6,27,-75,-45,-6,-45,-75,-0.0018368,0.0109787,-0.00552295,-0.000774907,-0.00528938,-0.00173426,-451,4103,-5013,124,-847,231,130,106.024
140,72,87,13,87,122,201,13,201,122,-0.159265,1.9866,-0.552599,-0.0502656,2.16833,-0.117119,-430,-430,-430,-430,-430,0,27,-7,27,-75,-44,-7,-44,-75,-0.00175277,0.0104859,-0.00528784,-0.000751862,-0.00512667,-0.00170579,-430,3919,-4800,120,-821,227,128,105.366
141,70,85,12,85,121,200,12,200,121,-0.159265,1.98767,-0.553486,-0.0502656,2.16833,-0.11737,-597,-597,-597,-597,-597,0,25,-8,25,-76,-45,-8,-45,-76,-0.00243159,0.00975956,-0.00371382,-0.000891709,-0.00393553,-0.0013544,-597,3648,-3371,142,-630,180,128,106.151
142,70,85,12,85,121,200,12,200,121,-0.159265,1.98848,-0.554114,-0.0502656,2.16833,-0.117873,-598,-598,-598,-598,-598,0,25,-8,25,-76,-45,-8,-45,-76,-0.00243472,0.00976598,-0.00371032,-0.000893273,-0.0039456,-0.00135752,-598,3650,-3368,143,-632,181,129,106.151
143,70,85,11,85,121,200,11,200,121,-0.159265,1.99055,-0.554668,-0.0502656,2.16833,-0.119129,-389,-389,-389,-389,-389,0,25,-9,25,-76,-45,-9,-45,-76,-0.00158673,0.00996838,-0.00499846,-0.000680013,-0.00498449,-0.00156681,-389,3726,-4537,108,-798,209,131,106.391
144,70,85,11,85,121,200,11,200,121,-0.159265,1.99135,-0.554964,-0.0502656,2.16833,-0.119129,-390,-390,-390,-390,-390,0,25,-9,25,-76,-45,-9,-45,-76,-0.00158852,0.00997207,-0.00499359,-0.00068155,-0.00499313,-0.00156856,-390,3727,-4533,109,-799,209,129,106.391
145,68,85,10,85,120,201,10,201,120,-0.159265,1.99279,-0.555518,-0.050475,2.1677,-0.119381,-553,-553,-553,-553,-553,0,25,-10,25,-77,-44,-10,-44,-77,-0.00225461,0.00923475,-0.0034329,-0.0008583,-0.00377981,-0.00129724,-553,3452,-3116,137,-605,173,130,106.541
146,70,85,10,85,119,200,10,200,119,-0.159265,1.9936,-0.55611,-0.0506845,2.1677,-0.119632,-595,-595,-595,-595,-595,0,25,-10,25,-78,-45,-10,-45,-78,-0.00242513,0.0097435,-0.00356009,-0.000913023,-0.00398566,-0.00136697,-595,3642,-3231,146,-638,182,130,108.093
147,70,85,10,85,120,200,10,200,120,-0.159265,1.99441,-0.556516,-0.0506845,2.1677,-0.119632,-391,-391,-391,-391,-391,0,25,-10,25,-77,-45,-10,-45,-77,-0.00159514,0.00999224,-0.00495705,-0.000683441,-0.00504952,-0.00157059,-391,3735,-4500,109,-808,209,130,107.373
148,68,85,9,85,119,201,9,201,119,-0.159265,1.9962,-0.556812,-0.0506845,2.16749,-0.119632,-553,-553,-553,-553,-553,0,25,-11,25,-78,-44,-11,-44,-78,-0.00225382,0.00922925,-0.00335863,-0.000869659,-0.00380902,-0.00130497,-553,3450,-3049,139,-610,174,131,107.559
149,68,85,8,85,119,201,8,201,119,-0.159265,1.99728,-0.557662,-0.0506845,2.16686,-0.119632,-368,-368,-368,-368,-368,0,25,-12,25,-78,-44,-12,-44,-78,-0.00149925,0.00952532,-0.00471316,-0.000647833,-0.00491676,-0.00151584,-368,3560,-4278,103,-787,202,129,107.88
150,68,85,8,85,119,201,8,201,119,-0.159265,1.99836,-0.558217,-0.0506845,2.16686,-0.119632,-368,-368,-368,-368,-368,0,25,-12,25,-78,-44,-12,-44,-78,-0.00150158,0.00953096,-0.00470739,-0.000649561,-0.00492827,-0.00151806,-368,3562,-4273,104,-789,202,129,107.88
151,67,84,8,84,119,201,8,201,119,-0.159265,1.99988,-0.558956,-0.0506845,2.16686,-0.119632,-526,-526,-526,-526,-526,0,24,-12,24,-78,-44,-12,-44,-78,-0.00214472,0.00890796,-0.00324008,-0.000819407,-0.00374577,-0.00123802,-526,3329,-2941,131,-600,165,131,107.424
152,67,84,7,84,118,201,7,201,118,-0.159265,2.00069,-0.55951,-0.0506845,2.16686,-0.119632,-524,-524,-524,-524,-524,0,24,-13,24,-79,-44,-13,-44,-79,-0.00213526,0.00889331,-0.00318576,-0.000824618,-0.00374973,-0.00123765,-524,3324,-2892,132,-600,165,129,108.499
153,65,84,7,84,119,202,7,202,119,-0.159265,2.00195,-0.559991,-0.0508939,2.16686,-0.119883,-489,-489,-489,-489,-489,0,24,-13,24,-78,-43,-13,-43,-78,-0.0019909,0.00842955,-0.00305825,-0.000777771,-0.00357564,-0.00117973,-489,3151,-2776,124,-572,157,130,106.963
154,65,84,6,84,118,202,6,202,118,-0.159265,2.00329,-0.560471,-0.0517317,2.16623,-0.120135,-487,-487,-487,-487,-487,0,24,-14,24,-79,-43,-14,-43,-79,-0.00198389,0.0084163,-0.00300414,-0.000780945,-0.00358462,-0.00117664,-487,3146,-2727,125,-574,157,130,108.069
155,65,84,6,84,118,202,6,202,118,-0.159265,2.00446,-0.560619,-0.0519411,2.16581,-0.120135,-488,-488,-488,-488,-488,0,24,-14,24,-79,-43,-14,-43,-79,-0.00198744,0.00841924,-0.00299722,-0.000782521,-0.00359484,-0.00117888,-488,3147,-2720,125,-575,157,129,108.069
156,63,83,5,83,118,202,5,202,118,-0.159265,2.00581,-0.560989,-0.0521506,2.16581,-0.120135,-455,-455,-455,-455,-455,0,23,-15,23,-79,-43,-15,-43,-79,-0.00185333,0.00796766,-0.00284053,-0.000720242,-0.00342984,-0.00108185,-455,2978,-2578,115,-549,144,129,108.037
157,63,83,4,83,118,202,4,202,118,-0.159265,2.00715,-0.561321,-0.0525694,2.16581,-0.120135,-295,-295,-295,-295,-295,0,23,-16,23,-79,-43,-16,-43,-79,-0.00120163,0.00830888,-0.0041083,-0.000524288,-0.00456046,-0.00130688,-295,3105,-3729,83,-730,174,129,108.467
158,63,83,5,83,118,202,5,202,118,-0.16309,2.00787,-0.561728,-0.0527789,2.16581,-0.120135,-465,-465,-465,-465,-465,0,23,-15,23,-79,-43,-15,-43,-79,-0.00189529,0.00799812,-0.002843,-0.00074919,-0.00346155,-0.00112843,-465,2989,-2580,120,-554,150,129,108.037
159,63,83,5,83,118,202,5,202,118,-0.163227,2.00913,-0.562282,-0.0529883,2.16561,-0.120135,-466,-466,-466,-466,-466,0,23,-15,23,-79,-43,-15,-43,-79,-0.00190035,0.00800442,-0.0028376,-0.000751744,-0.00347373,-0.00113263,-466,2992,-2576,120,-556,151,129,108.037
160,62,81,2,81,116,201,2,201,116,-0.163227,2.01119,-0.562615,-0.0531978,2.16561,-0.120135,-438,-438,-438,-438,-438,0,21,-18,21,-81,-44,-18,-44,-81,-0.0017854,0.00768131,-0.00266622,-0.000689416,-0.0034005,-0.00102427,-438,2871,-2420,110,-544,136,128,110.847
161,60,80,1,80,116,201,1,201,116,-0.163227,2.012,-0.562689,-0.0531978,2.16561,-0.120135,-406,-406,-406,-406,-406,0,20,-19,20,-81,-44,-19,-44,-81,-0.00165485,0.0072526,-0.00252391,-0.00063075,-0.0032371,-0.000934656,-406,2711,-2291,101,-518,124,131,110.977
