[        124          95         166         131      0.8833           0]
[        130         104         173         144     0.92139           0]
[        127         103         173         144     0.92188           0]
[        128         103         172         145      0.9209           0]
[        129         104         173         145     0.89014           0]
[        130         104         172         145      0.9082           0]
[        127         104         175         146     0.87549           0]
[        130         105         177         148     0.92725           0]
[        131         106         179         151     0.94629           0]
[        132         106         181         149     0.94824           0]
[        134         103         181         147     0.93359           0]
[        134         100         182         144      0.9126           0]
[        133          99         183         143     0.89893           0]
[        134          98         184         144     0.90479           0]
[        134          99         185         144      0.9165           0]
[        135         100         184         145     0.94043           0]
[        135          99         183         144     0.94189           0]
[        135          99         184         145     0.94434           0]
[        133          98         183         145      0.9165           0]
[        134          97         184         144     0.90332           0]
[        133          94         184         142     0.88379           0]
[        133          92         186         142     0.92529           0]
[        133          92         187         142     0.93604           0]
[        134          92         188         142     0.94775           0]
[        134          91         188         142     0.95117           0]
[        133          90         187         141     0.94141           0]
[        134          91         187         141     0.94727           0]
[        133          90         187         141     0.94189           0]
[        133          91         187         142     0.93408           0]
[        133          91         187         141     0.93506           0]
[        134          90         188         141     0.93066           0]
[        134          90         188         138     0.93311           0]
[        134          90         188         138     0.94189           0]
[        134          90         188         138     0.94238           0]
[        133          90         186         137     0.93994           0]
[        132          90         184         135     0.91309           0]
[        131          92         180         135     0.86621           0]
[        130         100         173         138     0.87256           0]
[        130          99         172         137     0.85449           0]
[        125         101         168         138     0.87793           0]
[        125         100         168         138     0.88867           0]
[        125         100         168         138     0.90967           0]
[        125         100         169         140      0.9043           0]
[        124         101         169         141     0.87402           0]
[        128          99         174         140     0.87646           0]
[        129          97         174         139     0.92188           0]
[        128          97         174         139      0.9292           0]
[        129          96         176         139     0.94824           0]
[        130          97         178         139      0.9458           0]
[        131          97         179         141     0.93164           0]
[        131          97         180         142     0.91113           0]
[        131          98         180         141     0.88477           0]
[        132          96         179         141     0.89844           0]
[        131          97         179         140     0.93018           0]
[        132          96         179         140     0.93701           0]
[        132          95         180         140     0.93945           0]
[        132          95         181         140     0.94189           0]
[        133          95         180         140      0.9292           0]
[        133          95         180         140     0.92285           0]
[        133          94         181         138     0.90332           0]
[        133          94         183         138     0.94385           0]
[        132          93         183         137     0.93457           0]
[        135          91         183         136      0.9502           0]
[        134          91         182         134     0.95166           0]
[        133          91         184         134     0.94336           0]
[        133          91         183         135     0.94531           0]
[        132          91         181         135     0.93115           0]
[        131          94         180         135     0.91064           0]
[        132          95         178         136     0.91406           0]
[        129          96         177         136     0.89648           0]
[        130          97         176         137     0.93262           0]
[        130          96         174         137     0.93506           0]
[        130          98         174         137     0.92236           0]
[        129         100         174         138     0.89258           0]
[        129         100         174         138     0.90967           0]
[        130         100         173         137     0.92432           0]
[        130         100         173         137     0.90381           0]
[        129          99         174         137     0.88232           0]
[        130         101         174         140     0.86084           0]
[        129         101         174         140      0.8916           0]
[        130         100         174         140     0.89502           0]
[        130         101         174         140     0.85645           0]
[        131         100         177         140     0.92285           0]
[        133         101         177         141     0.91504           0]
[        131         101         177         141     0.90186           0]
[        131         102         177         141     0.87744           0]
[        131         100         178         141     0.89502           0]
[        131         101         177         141      0.8877           0]
[        130         101         177         142     0.88281           0]
[        131         102         176         142     0.93311           0]
[        131         103         176         142     0.94336           0]
[        131         103         174         142     0.94287           0]
[        131         102         174         141     0.88232           0]
[        128          99         172         138     0.88721           0]
[        127          98         172         137     0.91943           0]
[        128          97         172         137     0.92822           0]
