126,166,239,208
,,,
139,117,254,208
,,,
142,91,250,203
,,,
143,81,249,189
,,,
146,77,248,181
,,,
143,74,243,171
,,,
136,71,235,165
,,,
138,68,234,162
,,,
138,70,234,165
,,,
138,72,235,168
,,,
138,75,237,173
,,,
137,77,237,179
,,,
136,79,237,181
,,,
134,78,236,179
,,,
133,76,234,177
,,,
131,76,234,176
,,,
130,76,232,178
,,,
131,77,233,179
,,,
129,75,232,178
,,,
129,75,232,175
,,,
129,75,230,177
,,,
129,75,231,178
,,,
130,76,233,178
,,,
129,76,231,177
,,,
126,75,229,176
,,,
124,73,228,174
,,,
123,73,227,174
,,,
119,70,221,172
,,,
119,65,224,169
,,,
118,61,222,166
,,,
118,61,219,165
,,,
118,62,220,166
,,,
119,65,224,169
,,,
122,67,228,171
,,,
122,68,227,171
,,,
122,68,228,172
,,,
124,69,228,171
,,,
125,69,228,170
,,,
123,67,227,169
,,,
123,67,227,169
,,,
122,66,228,168
,,,
121,66,227,168
,,,
122,66,228,168
,,,
123,67,228,169
,,,
123,68,227,170
,,,
123,67,227,170
,,,
121,66,226,168
,,,
120,66,226,168
,,,
120,66,226,168
,,,
119,66,225,168
,,,
119,65,224,168
,,,
120,67,226,169
,,,
120,68,225,170
,,,
119,68,224,170
,,,
123,71,224,172
,,,
123,74,225,174
,,,
123,72,227,174
,,,
123,71,228,175
,,,
121,69,227,174
,,,
121,68,229,172
,,,
120,67,226,170
,,,
123,68,228,172
,,,
123,68,228,172
,,,
122,69,229,173
,,,
125,69,229,172
,,,
126,69,230,173
,,,
126,71,229,175
,,,
126,73,229,174
,,,
128,72,229,174
,,,
127,71,229,171
,,,
126,70,229,172
,,,
127,71,230,172
,,,
127,72,229,172
,,,
127,70,228,171
,,,
127,71,229,171
,,,
127,70,229,171
,,,
124,69,228,170
,,,
122,68,227,169
,,,
121,67,228,168
,,,
122,66,227,168
,,,
122,65,228,169
,,,
121,64,226,168
,,,
120,64,227,167
,,,
120,64,225,168
,,,
119,66,225,169
,,,
120,68,226,171
,,,
121,68,226,170
,,,
122,67,224,169
,,,
121,68,225,169
,,,
123,70,225,172
,,,
123,72,225,174
,,,
123,72,226,174
,,,
124,72,226,173
,,,
124,73,228,174
,,,
128,77,230,180
,,,
128,79,230,184
,,,
128,78,232,185
,,,
128,77,234,184
,,,
126,72,231,178
,,,
125,70,231,173
,,,
126,70,231,175
,,,
129,73,233,178
,,,
129,75,235,181
,,,
130,74,236,182
,,,
133,76,238,185
,,,
134,78,240,185
,,,
135,79,242,185
,,,
135,79,243,185
,,,
136,81,243,187
,,,
135,81,245,188
,,,
136,81,244,187
,,,
136,78,245,187
,,,
137,84,243,194
,,,
145,146,243,208
,,,
126.6929825,73.1754386,230.745614,174.9122807
width,height,depth,
104.0526316,101.7368421,100,
