142,109,197,153
,,,
140,105,196,148
,,,
138,100,196,150
,,,
136,99,195,153
,,,
134,98,195,155
,,,
133,97,195,154
,,,
137,97,192,146
,,,
137,97,193,146
,,,
136,97,193,146
,,,
137,95,189,138
,,,
136,94,189,141
,,,
135,89,190,138
,,,
135,91,189,138
,,,
135,89,190,137
,,,
135,89,190,135
,,,
135,89,189,136
,,,
134,89,190,139
,,,
132,89,188,135
,,,
131,88,186,137
,,,
130,88,186,136
,,,
131,88,186,136
,,,
131,88,186,136
,,,
130,88,186,138
,,,
130,88,188,137
,,,
130,88,187,138
,,,
130,88,187,138
,,,
131,88,188,140
,,,
129,88,190,141
,,,
128,90,190,146
,,,
126,92,189,153
,,,
125,93,188,155
,,,
128,96,190,169
,,,
128,99,195,162
,,,
128,98,196,163
,,,
129,96,198,163
,,,
129,96,198,164
,,,
129,95,200,164
,,,
128,95,199,164
,,,
129,94,199,164
,,,
129,94,199,163
,,,
129,94,199,163
,,,
128,93,199,163
,,,
129,92,199,162
,,,
129,91,198,162
,,,
129,90,198,164
,,,
128,92,196,160
,,,
126,94,196,161
,,,
126,95,193,162
,,,
126,94,192,162
,,,
125,94,192,162
,,,
121,92,191,159
,,,
122,93,190,160
,,,
122,92,190,160
,,,
122,91,194,160
,,,
125,90,196,157
,,,
124,89,196,157
,,,
126,89,196,157
,,,
125,90,196,157
,,,
125,91,196,158
,,,
126,91,197,160
,,,
125,91,197,159
,,,
125,91,197,161
,,,
125,92,198,161
,,,
124,92,197,162
,,,
122,91,196,160
,,,
120,91,195,160
,,,
120,90,196,157
,,,
121,90,194,160
,,,
121,90,194,159
,,,
121,92,195,161
,,,
122,92,195,161
,,,
121,93,195,161
,,,
121,92,195,160
,,,
121,92,194,160
,,,
122,92,196,161
,,,
122,93,195,160
,,,
124,95,195,160
,,,
125,95,195,160
,,,
124,93,195,160
,,,
124,95,193,161
,,,
124,95,193,160
,,,
124,96,193,160
,,,
123,94,189,159
,,,
123,94,190,157
,,,
123,94,189,158
,,,
123,94,188,159
,,,
122,94,188,159
,,,
120,94,186,160
,,,
120,94,187,161
,,,
121,93,186,163
,,,
121,93,186,161
,,,
120,93,185,160
,,,
120,93,185,161
,,,
120,93,185,163
,,,
120,94,185,161
,,,
120,94,186,161
,,,
119,94,185,161
,,,
120,94,184,163
,,,
118,94,186,185
,,,
121,94,184,162
,,,
119,94,184,162
,,,
119,94,185,162
,,,
119,94,184,164
,,,
119,94,184,162
,,,
120,95,185,159
,,,
121,96,185,162
,,,
122,98,184,162
,,,
121,97,185,163
,,,
120,96,185,162
,,,
119,94,185,161
,,,
117,93,185,161
,,,
117,93,186,158
,,,
117,93,185,159
,,,
117,92,185,160
,,,
117,91,185,160
,,,
118,90,184,158
,,,
118,91,184,160
,,,
116,90,184,159
,,,
117,91,184,158
,,,
116,91,184,158
,,,
118,92,184,158
,,,
117,91,183,172
,,,
117,91,183,165
,,,
117,91,184,162
,,,
117,91,184,162
,,,
118,92,184,163
,,,
117,92,184,162
,,,
118,91,184,162
,,,
117,91,184,160
,,,
117,91,184,159
,,,
117,90,184,158
,,,
115,90,184,160
,,,
116,90,184,161
,,,
115,90,184,158
,,,
115,90,183,160
,,,
115,90,183,160
,,,
115,90,183,158
,,,
114,90,184,159
,,,
114,88,184,160
,,,
113,89,184,160
,,,
113,88,184,163
,,,
114,88,184,163
,,,
113,88,184,162
,,,
113,88,184,159
,,,
113,88,183,158
,,,
113,88,183,160
,,,
113,88,183,159
,,,
113,88,183,158
,,,
113,88,184,166
,,,
113,89,184,160
,,,
114,89,184,160
,,,
114,89,184,159
,,,
114,89,184,158
,,,
113,88,184,158
,,,
113,88,184,157
,,,
113,90,184,161
,,,
113,91,185,162
,,,
114,101,181,172
,,,
115,145,171,208
,,,
,,,
122.7421384,92.55345912,189.0691824,157.6792453
width,height,depth,
66.32704403,65.12578616,200,
