138,86,196,141
,,,
134,87,195,143
,,,
129,84,194,143
,,,
123,86,190,143
,,,
126,84,190,141
,,,
124,82,190,142
,,,
124,82,190,142
,,,
121,78,190,139
,,,
126,80,189,137
,,,
124,79,189,137
,,,
129,83,188,137
,,,
127,83,186,136
,,,
120,87,177,137
,,,
117,88,176,139
,,,
123,90,180,142
,,,
128,88,184,140
,,,
129,86,185,138
,,,
128,87,183,138
,,,
128,86,184,138
,,,
126,83,183,137
,,,
121,117,179,182
,,,
121,109,177,171
,,,
121,109,177,171
,,,
121,109,177,172
,,,
122,108,177,172
,,,
121,107,177,168
,,,
118,97,175,158
,,,
119,98,176,160
,,,
118,98,175,154
,,,
119,96,175,153
,,,
119,96,175,153
,,,
119,95,174,153
,,,
118,96,176,154
,,,
118,96,176,154
,,,
118,96,176,154
,,,
119,96,177,153
,,,
120,95,177,153
,,,
119,94,175,151
,,,
119,94,175,150
,,,
121,93,176,149
,,,
122,93,177,149
,,,
122,92,177,147
,,,
122,93,177,147
,,,
122,93,176,145
,,,
122,93,175,146
,,,
122,93,174,145
,,,
121,95,174,147
,,,
120,97,174,149
,,,
120,96,174,148
,,,
119,96,173,146
,,,
118,94,171,147
,,,
118,94,170,145
,,,
117,94,170,146
,,,
115,94,169,148
,,,
115,94,168,149
,,,
114,94,169,148
,,,
114,93,169,149
,,,
115,93,168,147
,,,
115,94,168,146
,,,
115,94,168,146
,,,
115,93,168,147
,,,
115,92,168,145
,,,
115,91,167,145
,,,
115,91,167,146
,,,
115,91,166,145
,,,
114,91,166,146
,,,
113,91,166,146
,,,
112,92,165,144
,,,
114,92,165,145
,,,
115,93,165,146
,,,
115,94,166,147
,,,
115,94,166,146
,,,
115,94,166,149
,,,
115,94,166,151
,,,
115,94,166,148
,,,
115,95,167,147
,,,
115,93,166,147
,,,
114,94,167,150
,,,
113,94,167,149
,,,
114,95,167,150
,,,
114,96,167,158
,,,
114,95,167,152
,,,
115,95,168,149
,,,
114,95,167,156
,,,
115,95,168,153
,,,
114,95,167,152
,,,
114,95,168,151
,,,
115,95,167,149
,,,
115,95,167,149
,,,
115,95,168,149
,,,
114,93,167,148
,,,
114,94,167,149
,,,
114,94,167,149
,,,
114,94,167,149
,,,
115,94,167,150
,,,
115,93,167,150
,,,
113,92,166,146
,,,
111,90,167,145
,,,
110,89,165,147
,,,
111,90,165,151
,,,
111,92,166,154
,,,
111,92,166,152
,,,
110,92,164,149
,,,
110,92,164,150
,,,
110,92,164,151
,,,
108,93,166,151
,,,
107,92,163,154
,,,
107,92,162,162
,,,
106,92,162,151
,,,
107,92,162,146
,,,
107,91,162,149
,,,
106,90,162,153
,,,
106,90,162,146
,,,
106,90,162,147
,,,
107,89,159,146
,,,
106,88,159,142
,,,
106,90,160,150
,,,
106,90,160,150
,,,
106,90,160,147
,,,
106,90,161,149
,,,
107,91,161,149
,,,
106,90,160,154
,,,
108,91,160,147
,,,
107,90,160,152
,,,
107,91,161,151
,,,
106,91,163,153
,,,
107,92,163,151
,,,
108,92,163,155
,,,
107,92,163,154
,,,
107,92,163,150
,,,
109,92,162,151
,,,
107,92,164,153
,,,
108,93,163,157
,,,
107,94,164,157
,,,
106,93,163,158
,,,
108,94,163,156
,,,
109,95,162,155
,,,
108,96,163,158
,,,
108,97,163,154
,,,
108,98,163,161
,,,
108,97,162,160
,,,
108,96,163,156
,,,
109,97,162,155
,,,
109,98,162,157
,,,
107,97,164,157
,,,
108,95,164,156
,,,
107,95,164,158
,,,
107,97,164,159
,,,
104,94,161,159
,,,
103,93,161,158
,,,
104,94,161,160
,,,
98,91,156,153
,,,
98,92,155,153
,,,
97,92,156,159
,,,
98,94,156,158
,,,
97,95,156,157
,,,
98,93,155,154
,,,
99,93,155,154
,,,
98,94,156,153
,,,
99,93,157,154
,,,
99,92,157,152
,,,
102,89,163,152
,,,
106,89,165,150
,,,
105,90,166,151
,,,
106,90,166,151
,,,
106,91,167,151
,,,
104,90,166,159
,,,
104,90,166,154
,,,
103,90,166,153
,,,
104,90,165,152
,,,
105,90,165,156
,,,
105,90,165,152
,,,
104,90,165,154
,,,
104,89,166,155
,,,
104,90,165,155
,,,
105,90,166,149
,,,
104,91,165,151
,,,
117,138,172,204
,,,
,,,
112.8539326,92.88202247,168.6910112,150.9101124
width,height,depth,
55.83707865,58.02808989,250,
