[         80         116         169         206     0.87842           0]
[         84         113         184         207     0.87354           0]
[        116         113         235         208     0.90039           0]
[        116         115         237         208     0.89307           0]
[        114         115         241         208     0.90918           0]
[        106         111         246         208     0.89746           0]
[        102         108         247         207     0.88818           0]
[         96         104         240         206     0.89746           0]
[         87         100         242         207     0.87793           0]
[         86          98         244         207     0.89502           0]
[         87          97         244         206     0.91162           0]
[         85          96         238         204     0.87207           0]
[         85          96         236         207     0.89062           0]
[         82          94         239         205     0.86377           0]
[         81          92         241         206     0.90137           0]
[         77          91         244         207     0.91895           0]
[         73          91         249         208     0.90967           0]
[         74          92         246         205     0.92188           0]
[         76          91         239         200      0.9082           0]
[         72          89         234         200     0.88818           0]
[         66          88         227         198     0.85938           0]
[         66          87         224         204     0.87451           0]
[         67          87         227         206     0.90527           0]
[         60          87         235         206     0.91895           0]
[         56          86         242         207     0.93359           0]
[         57          84         244         205     0.94775           0]
[         49          83         247         205     0.94043           0]
[         52          80         242         204     0.93164           0]
[         54          81         230         200     0.91992           0]
[         51          80         225         203     0.93848           0]
[         44          78         217         203     0.92871           0]
[         30          70         223         207     0.90234           0]
[         14          66         234         208     0.87451           0]
[         14          60         242         208     0.89014           0]
[          4          23         233         202     0.96826           0]
[          9           0         228         155     0.94678           0]
[          4           0         237         119     0.91016           0]
[          1           0         215         192     0.94336           0]
[          0           8         210         196     0.94092           0]
[          0          11         202         194     0.92334           0]
[          0          10         200         196     0.90283           0]
[          0          13         190         202     0.92725           0]
[         14          27         195         205     0.94092           0]
[         30          42         201         207     0.95068           0]
[         42          49         203         205     0.95898           0]
[         45          57         207         204     0.90723           0]
[         51          59         203         206     0.93164           0]
[         53          63         202         206     0.93506           0]
[         55          67         204         206     0.94189           0]
[         55          71         204         207     0.96387           0]
[         51          74         202         206     0.91748           0]
[         48          74         198         206      0.9126           0]
[         49          77         194         207     0.94775           0]
[         49          78         196         208     0.93604           0]
[         50          81         200         208     0.92627           0]
[         44          82         203         208     0.92871           0]
[         47          82         204         208     0.89551           0]
[         44          79         203         206     0.89502           0]
[         37          75         204         208     0.95752           0]
[         35          77         210         205     0.92969           0]
[         31          78         216         205     0.90381           0]
[         30          77         218         205     0.93359           0]
[         27          75         216         206     0.93311           0]
[         21          74         217         205     0.91895           0]
[         20          76         215         206     0.94092           0]
[         27          81         214         206     0.92627           0]
[         28          84         211         207     0.94336           0]
[         34          88         208         208     0.93164           0]
[         33          90         207         208     0.91357           0]
[         32          90         207         208     0.87842           0]
[         33         100         215         208     0.89502           0]
[         32         102         218         208     0.86084           0]
[         55          92         238         208       0.854           0]
[         39          88         235         208     0.86084           0]
[         49          91         234         208     0.85205           0]
[         49          90         233         208     0.91895           0]
[         41          89         237         208     0.92285           0]
[         37          89         240         208     0.93066           0]
[         34          93         243         208     0.92432           0]
[         44          94         244         208      0.8833           0]
[         50          93         244         208     0.95605           0]
[         51          92         245         208     0.94629           0]
[         59          94         243         208     0.94336           0]
[         64          97         246         208     0.94043           0]
[         68          99         247         208     0.92285           0]
[         68          99         245         208      0.9165           0]
[         66          97         245         208     0.89697           0]
[         61          97         245         208     0.90283           0]
[         62          98         244         208     0.91943           0]
[         63          98         240         208     0.92188           0]
[         64          97         237         208     0.94727           0]
[         63          95         236         208     0.93896           0]
[         64          94         236         208     0.93848           0]
[         66          95         236         208     0.93799           0]
[         64          93         236         208     0.92871           0]
[         62          93         236         208     0.93555           0]
[         60          90         237         208     0.90234           0]
[         61          89         237         208     0.93311           0]
[         63          90         240         208     0.94873           0]
[         62          90         239         208     0.94434           0]
[         63          90         237         208     0.93506           0]
[         66          92         238         208     0.93213           0]
[         64          92         238         208     0.93164           0]
[         63          92         240         208     0.91406           0]
[         60          92         243         208     0.90039           0]
[         59          91         245         208     0.90918           0]
[         61          92         245         208     0.91162           0]
[         63          91         245         208     0.93848           0]
[         62          90         245         208     0.93164           0]
[         64          89         245         208     0.93262           0]
[         65          89         246         208     0.93164           0]
[         61          89         245         208     0.91748           0]
[         56          89         247         208     0.92041           0]
[         52          89         250         208     0.92627           0]
[         44          88         254         208      0.9292           0]
[         38          86         254         208     0.94238           0]
[         42          84         259         208     0.94287           0]
[         47          85         261         208     0.93604           0]
[         45          86         262         208     0.93945           0]
[         31          87         266         208     0.90576           0]
[         27          86         271         208     0.93115           0]
[         27          84         274         208     0.90576           0]
[         21          79         280         208     0.93896           0]
[         21          76         278         208     0.96973           0]
[         20          71         275         207     0.94775           0]
[         22          66         269         207     0.87598           0]
[         25          62         266         205     0.90039           0]
[         24          69         271         207     0.93945           0]
[         22          73         271         208     0.94238           0]
[         23          74         278         208     0.94482           0]
[         25          69         281         207     0.90234           0]
[         45          46         284         205     0.94775           0]
[         47          37         282         205     0.90039           0]
[         45          27         272         204     0.86719           0]
[         42          25         268         196     0.91699           0]
[         35          23         268         195     0.91602           0]
[         36          17         269         203     0.87598           0]
[         34           6         270         181     0.87354           0]
[         48           0         280         208     0.88037           0]
[         44           0         278         206     0.85205           0]
[         44           0         287         204     0.86035           0]
[         43           0         284         208     0.85596           0]
[         44           0         283         208     0.87646           0]
[         44           0         283         206     0.86621           0]
[         39           0         295         183     0.87891           0]
[         41           0         297         186     0.94141           0]
[         53           0         313         196     0.94678           0]
[         59           0         313         201     0.89893           0]
[         60           5         313         207     0.92627           0]
[         54           9         312         203     0.96484           0]
[         58          12         304         200     0.95264           0]
[         63          13         312         203     0.94922           0]
[         64          14         316         205     0.94287           0]
[         67          18         314         206     0.95752           0]
[         64          25         313         205     0.91211           0]
[         57          18         315         207     0.97412           0]
[         51           9         315         208     0.97314           0]
[         52           0         316         206     0.93066           0]
[         56           8         316         207     0.97754           0]
[         65          19         313         205     0.96484           0]
[         54          25         309         204     0.97754           0]
[         35          21         297         207     0.97852           0]
[         27          15         292         208     0.95166           0]
[         20          10         296         208     0.93994           0]
[         14          13         298         208     0.96484           0]
[         14          17         292         208      0.9751           0]
[         11          19         285         208     0.98486           0]
[         13          14         287         208     0.98438           0]
[         20          14         287         205     0.97217           0]
[         25          13         292         205     0.93359           0]
[         35          13         299         208     0.98047           0]
[         50          15         313         206     0.97803           0]
[         60          15         315         206     0.97314           0]
[         62          13         316         208     0.96387           0]
[         62          11         316         208     0.96045           0]
[         61           9         316         208     0.94873           0]
[         60           3         316         207     0.87793           0]
[         68           2         316         203     0.88623           0]
[         65           0         316         206     0.85205           0]
[         62           0         316         206     0.87256           0]
[         58           0         315         207     0.87598           0]
[         55           0         316         208     0.89941           0]
[         59           0         316         208      0.9082           0]
[         57           0         316         208     0.91211           0]
[         59           0         316         206     0.88281           0]
[         61           0         316         205     0.89697           0]
[         57           0         316         201     0.93945           0]
[         52           0         316         202     0.92188           0]
[         54           0         316         205     0.91016           0]
[         50           0         316         207     0.90332           0]
[         50           0         316         208     0.92822           0]
[         47           0         316         208     0.94971           0]
[         45           0         316         208     0.96387           0]
[         40           0         316         207     0.94971           0]
[         39           0         316         206     0.94971           0]
[         39           0         316         201     0.95361           0]
[         38           0         316         200     0.94678           0]
[         34           0         316         205     0.85889           0]
[         38           0         316         208     0.87109           0]
[         43           0         316         208     0.94141           0]
[         44           0         316         208     0.95703           0]
[         49           5         316         208     0.96924           0]
[         54          11         316         206     0.94141           0]
[         62          15         316         206     0.94141           0]
[         67          21         313         206     0.93799           0]
[         68          23         313         206     0.94287           0]
[         69          21         313         206     0.95654           0]
[         69          20         313         208     0.96289           0]
[         71          24         315         206     0.97412           0]
[         75          30         315         203     0.97852           0]
[         77          33         315         199     0.96094           0]
[         78          32         315         200     0.94824           0]
[         76          28         315         203     0.94727           0]
[         78          28         315         204     0.96094           0]
[         77          30         314         204     0.94873           0]
[         77          35         315         208      0.9585           0]
[         77          36         314         208     0.95996           0]
[         79          38         315         205     0.96094           0]
[         79          42         314         201     0.95117           0]
[         80          44         314         200     0.94336           0]
[         79          45         311         202     0.94434           0]
[         80          45         311         204      0.9541           0]
[         79          44         311         206     0.96826           0]
