[        126         166         239         208     0.93555           0]
[        139         117         254         208     0.91016           0]
[        142          91         250         203     0.95654           0]
[        143          81         249         189     0.92773           0]
[        146          77         248         181     0.95312           0]
[        143          74         243         171     0.92236           0]
[        136          71         235         165     0.93945           0]
[        138          68         234         162     0.95752           0]
[        138          70         234         165     0.94922           0]
[        138          72         235         168     0.93994           0]
[        138          75         237         173     0.94482           0]
[        137          77         237         179     0.95752           0]
[        136          79         237         181     0.95166           0]
[        134          78         236         179     0.94727           0]
[        133          76         234         177     0.94824           0]
[        131          76         234         176     0.94971           0]
[        130          76         232         178     0.96191           0]
[        131          77         233         179     0.96094           0]
[        129          75         232         178     0.96631           0]
[        129          75         232         175      0.9624           0]
[        129          75         230         177     0.96484           0]
[        129          75         231         178     0.96191           0]
[        130          76         233         178      0.9541           0]
[        129          76         231         177     0.96387           0]
[        126          75         229         176     0.95361           0]
[        124          73         228         174     0.94043           0]
[        123          73         227         174     0.95068           0]
[        119          70         221         172     0.93945           0]
[        119          65         224         169     0.95752           0]
[        118          61         222         166     0.96338           0]
[        118          61         219         165     0.96094           0]
[        118          62         220         166     0.96191           0]
[        119          65         224         169     0.95166           0]
[        122          67         228         171     0.88818           0]
[        122          68         227         171     0.88818           0]
[        122          68         228         172     0.87256           0]
[        124          69         228         171     0.91162           0]
[        125          69         228         170     0.93359           0]
[        123          67         227         169     0.91162           0]
[        123          67         227         169     0.92139           0]
[        122          66         228         168     0.94141           0]
[        121          66         227         168      0.9458           0]
[        122          66         228         168      0.9375           0]
[        123          67         228         169     0.93262           0]
[        123          68         227         170     0.92188           0]
[        123          67         227         170     0.91406           0]
[        121          66         226         168     0.94482           0]
[        120          66         226         168     0.94873           0]
[        120          66         226         168     0.94629           0]
[        119          66         225         168     0.94775           0]
[        119          65         224         168     0.95264           0]
[        120          67         226         169     0.94092           0]
[        120          68         225         170     0.90381           0]
[        119          68         224         170     0.93359           0]
[        123          71         224         172     0.91016           0]
[        123          74         225         174     0.94189           0]
[        123          72         227         174     0.92822           0]
[        123          71         228         175     0.92383           0]
[        121          69         227         174     0.88135           0]
[        121          68         229         172     0.87842           0]
[        120          67         226         170     0.90039           0]
[        123          68         228         172      0.8999           0]
[        123          68         228         172     0.89746           0]
[        122          69         229         173     0.90723           0]
[        125          69         229         172      0.9209           0]
[        126          69         230         173     0.94775           0]
[        126          71         229         175     0.95312           0]
[        126          73         229         174     0.94824           0]
[        128          72         229         174     0.95068           0]
[        127          71         229         171     0.95312           0]
[        126          70         229         172     0.95215           0]
[        127          71         230         172     0.95996           0]
[        127          72         229         172      0.9502           0]
[        127          70         228         171     0.94873           0]
[        127          71         229         171     0.95654           0]
[        127          70         229         171     0.94873           0]
[        124          69         228         170      0.9209           0]
[        122          68         227         169     0.91211           0]
[        121          67         228         168     0.94092           0]
[        122          66         227         168     0.93848           0]
[        122          65         228         169     0.95312           0]
[        121          64         226         168      0.9541           0]
[        120          64         227         167      0.9502           0]
[        120          64         225         168      0.9502           0]
[        119          66         225         169     0.94092           0]
[        120          68         226         171     0.87256           0]
[        121          68         226         170      0.8584           0]
[        122          67         224         169     0.93701           0]
[        121          68         225         169     0.90967           0]
[        123          70         225         172     0.85156           0]
[        123          72         225         174     0.93262           0]
[        123          72         226         174     0.93799           0]
[        124          72         226         173     0.91455           0]
[        124          73         228         174     0.93359           0]
[        128          77         230         180     0.96289           0]
[        128          79         230         184     0.96777           0]
[        128          78         232         185     0.96777           0]
[        128          77         234         184     0.96826           0]
[        126          72         231         178     0.96436           0]
[        125          70         231         173     0.94775           0]
[        126          70         231         175      0.9585           0]
[        129          73         233         178     0.96484           0]
[        129          75         235         181     0.96143           0]
[        130          74         236         182     0.95312           0]
[        133          76         238         185      0.9668           0]
[        134          78         240         185      0.9585           0]
[        135          79         242         185     0.95752           0]
[        135          79         243         185     0.95605           0]
[        136          81         243         187      0.9292           0]
[        135          81         245         188     0.88818           0]
[        136          81         244         187     0.90381           0]
[        136          78         245         187     0.94385           0]
[        137          84         243         194     0.94043           0]
[        145         146         243         208     0.95361           0]
