[        142         109         197         153     0.87744           0]
[        140         105         196         148     0.87695           0]
[        138         100         196         150     0.88574           0]
[        136          99         195         153     0.91162           0]
[        134          98         195         155     0.89258           0]
[        133          97         195         154      0.8916           0]
[        137          97         192         146     0.87891           0]
[        137          97         193         146     0.88184           0]
[        136          97         193         146     0.87988           0]
[        137          95         189         138     0.87012           0]
[        136          94         189         141     0.86621           0]
[        135          89         190         138     0.86084           0]
[        135          91         189         138      0.8667           0]
[        135          89         190         137     0.88428           0]
[        135          89         190         135     0.87305           0]
[        135          89         189         136     0.87842           0]
[        134          89         190         139     0.87158           0]
[        132          89         188         135     0.87744           0]
[        131          88         186         137     0.87891           0]
[        130          88         186         136     0.88818           0]
[        131          88         186         136     0.90576           0]
[        131          88         186         136      0.8916           0]
[        130          88         186         138     0.89746           0]
[        130          88         188         137      0.8833           0]
[        130          88         187         138     0.88281           0]
[        130          88         187         138     0.88818           0]
[        131          88         188         140     0.88037           0]
[        129          88         190         141     0.90967           0]
[        128          90         190         146     0.90088           0]
[        126          92         189         153     0.92236           0]
[        125          93         188         155     0.91357           0]
[        128          96         190         169       0.854           0]
[        128          99         195         162     0.91064           0]
[        128          98         196         163      0.9458           0]
[        129          96         198         163     0.94873           0]
[        129          96         198         164     0.93115           0]
[        129          95         200         164     0.91455           0]
[        128          95         199         164     0.91406           0]
[        129          94         199         164     0.89502           0]
[        129          94         199         163     0.91162           0]
[        129          94         199         163      0.9248           0]
[        128          93         199         163     0.93213           0]
[        129          92         199         162     0.94043           0]
[        129          91         198         162     0.93213           0]
[        129          90         198         164     0.85205           0]
[        128          92         196         160     0.86816           0]
[        126          94         196         161     0.88818           0]
[        126          95         193         162      0.9043           0]
[        126          94         192         162     0.90039           0]
[        125          94         192         162     0.85596           0]
[        121          92         191         159     0.89209           0]
[        122          93         190         160     0.91797           0]
[        122          92         190         160     0.92627           0]
[        122          91         194         160     0.86719           0]
[        125          90         196         157     0.88721           0]
[        124          89         196         157     0.86768           0]
[        126          89         196         157     0.88818           0]
[        125          90         196         157     0.90039           0]
[        125          91         196         158     0.92969           0]
[        126          91         197         160     0.93408           0]
[        125          91         197         159     0.93408           0]
[        125          91         197         161     0.92676           0]
[        125          92         198         161     0.92773           0]
[        124          92         197         162     0.87891           0]
[        122          91         196         160     0.85449           0]
[        120          91         195         160     0.86084           0]
[        120          90         196         157     0.86572           0]
[        121          90         194         160     0.89014           0]
[        121          90         194         159     0.90771           0]
[        121          92         195         161     0.91064           0]
[        122          92         195         161     0.90283           0]
[        121          93         195         161     0.88867           0]
[        121          92         195         160     0.89355           0]
[        121          92         194         160     0.88721           0]
[        122          92         196         161     0.90039           0]
[        122          93         195         160     0.92236           0]
[        124          95         195         160     0.94043           0]
[        125          95         195         160      0.9375           0]
[        124          93         195         160     0.92432           0]
[        124          95         193         161     0.87939           0]
[        124          95         193         160     0.87012           0]
[        124          96         193         160     0.87646           0]
[        123          94         189         159     0.88818           0]
[        123          94         190         157       0.896           0]
[        123          94         189         158     0.87256           0]
[        123          94         188         159     0.86865           0]
[        122          94         188         159     0.85889           0]
[        120          94         186         160     0.85742           0]
[        120          94         187         161     0.85498           0]
[        121          93         186         163     0.88135           0],[        119          94         188         185     0.86914           0]
[        121          93         186         161      0.8833           0]
[        120          93         185         160     0.89258           0]
[        120          93         185         161     0.87061           0]
[        120          93         185         163     0.88037           0]
[        120          94         185         161     0.86084           0]
[        120          94         186         161     0.85303           0]
[        119          94         185         161     0.86084           0]
[        120          94         184         163     0.88281           0],[        118          95         185         183       0.854           0]
[        118          94         186         185     0.89648           0],[        120          94         184         166     0.89502           0]
[        121          94         184         162     0.88037           0]
[        119          94         184         162     0.87256           0]
[        119          94         185         162     0.85742           0]
[        119          94         184         164     0.87793           0]
[        119          94         184         162     0.88135           0]
[        120          95         185         159     0.85303           0]
[        121          96         185         162     0.87402           0]
[        122          98         184         162     0.90918           0]
[        121          97         185         163     0.88086           0]
[        120          96         185         162     0.87354           0]
[        119          94         185         161     0.88623           0]
[        117          93         185         161     0.88623           0]
[        117          93         186         158     0.88623           0]
[        117          93         185         159     0.91797           0]
[        117          92         185         160     0.92627           0]
[        117          91         185         160     0.93555           0]
[        118          90         184         158     0.93799           0]
[        118          91         184         160     0.95068           0]
[        116          90         184         159     0.93457           0]
[        117          91         184         158      0.9292           0]
[        116          91         184         158     0.91992           0]
[        118          92         184         158     0.92041           0]
[        117          91         183         172     0.93457           0],[        115          92         184         186     0.89795           0]
[        117          91         183         165     0.94922           0]
[        117          91         184         162     0.93555           0]
[        117          91         184         162     0.93848           0]
[        118          92         184         163     0.93945           0]
[        117          92         184         162     0.93115           0]
[        118          91         184         162     0.93555           0]
[        117          91         184         160     0.91699           0]
[        117          91         184         159     0.92871           0]
[        117          90         184         158     0.93457           0]
[        115          90         184         160     0.94531           0]
[        116          90         184         161     0.93896           0]
[        115          90         184         158     0.94629           0]
[        115          90         183         160     0.93994           0]
[        115          90         183         160      0.9248           0]
[        115          90         183         158     0.93506           0]
[        114          90         184         159     0.93311           0]
[        114          88         184         160     0.93799           0]
[        113          89         184         160     0.93848           0]
[        113          88         184         163     0.94727           0]
[        114          88         184         163     0.94775           0]
[        113          88         184         162     0.94385           0]
[        113          88         184         159     0.93066           0]
[        113          88         183         158     0.93604           0]
[        113          88         183         160     0.91699           0]
[        113          88         183         159     0.93213           0]
[        113          88         183         158     0.93408           0]
[        113          88         184         166     0.93652           0]
[        113          89         184         160     0.93896           0]
[        114          89         184         160      0.9502           0]
[        114          89         184         159     0.94775           0]
